name;lat;lon;id;gtfsid;gtfsname;gtfslat;gtfslon
Malmö Ärtholmsvägen;55.582263796037;12.966828203643;80343;7416025;Malmö Ärtholmsvägen;55.582254251594;12.966796759907
Hässleholm Sagovägen;56.177445399695;13.783560829997;93072;7431530;Hässleholm Sagovägen;56.177445779971;13.783576900242
Malmö Skogholmsgatan;55.559560686433;13.050815000199;80631;7416342;Malmö Skogholmsgatan;55.559553280989;13.050878531121
Malmö Heleneholmsskolan;55.579805449577;13.019432008759;80620;7416330;Malmö Heleneholmsskolan;55.579779767071;13.019481018585
Helsingborg Mäster Palms plats;56.04045430227;12.700503794938;83090;7417556;Helsingborg Mäster Palms;56.04041075224;12.701261612266
Vankiva Norra;56.205745747725;13.742455174338;93235;7431673;Vankiva norra;56.205781503951;13.74243712752
S:t Olof Norra;55.644062456454;14.124124243923;91104;7431177;S:t Olof norra;55.6440261082;14.124093872527
Malmö Norra hamnen;55.627293365724;13.029655508599;80024;7415636;Malmö Norra hamnen;55.627274502058;13.029608828197
Helsingborg Närlunda Norra;56.035084672247;12.718912261754;83329;7420394;Helsingborg Närlunda Nor;56.035101661011;12.718862574718
Helsingborg Långeberga Norra;56.046826600465;12.778582901253;83441;7420506;Helsingborg Långeberga N;56.046827634115;12.778614764034
Alnarp Kungsgårdsvägen;55.658755154528;13.08795299318;62001;7424319;Alnarp Kungsgårdsvägen;55.658772897152;13.087935525259
Alnarp Motorvägen;55.656158396704;13.094855848452;62005;7413378;Alnarp Motorvägen;55.656139199324;13.094793260057
Alstad Stationsvägen;55.453587012955;13.209114892026;87088;7416529;Alstad Stationsvägen;55.453655538119;13.208951841917
Karpalund Stationsvägen;56.042261571138;14.090388108184;90103;7430748;Karpalund Stationsvägen;56.042226399411;14.090437787396
Båstad station;56.424987334828;12.870298440892;78002;7400061;Båstad station;56.425157149588;12.869490888286
Mala Stationsvägen;56.241259448916;13.713765602093;93114;7431566;Mala Stationsvägen;56.241232382206;13.713750948445
Vinnö Stationsvägen;56.052270210083;14.087295133299;90097;7430742;Vinnö Stationsvägen;56.052242901115;14.087264222691
Nordanå Stationsvägen;55.623482258461;13.123219893999;30035;7416796;Nordanå Stationsvägen;55.623518979941;13.123248786365
V Torup Stationsvägen;56.137884878568;13.503034733778;93158;7411717;Västra Torup väg 21 Stationsv;56.137856905327;13.502971988945
Knislinge Stationsvägen;56.196087175449;14.080545435134;56026;7410582;Knislinge Stationsvägen;56.19604865786;14.0803538477
Smygehamn Stationsvägen;55.341024798052;13.365458707645;87145;7430579;Smygehamn Stationsvägen;55.341061053482;13.365471778256
Kärreberga Stationsvägen;56.136196753541;12.994237688751;77013;7415249;Kärreberga Stationsvägen;56.136216376085;12.994300516464
Skälderviken Stationsvägen;56.271124786974;12.841393057395;92040;7431291;Skälderviken Stationsväg;56.271105553263;12.841329904507
Ystads station;55.427469777409;13.8251199428;86239;7400028;Ystad station;55.427317190573;13.824574338631
Alstad Ö;55.45380638519;13.215646227997;87109;7430559;Alstad Ö;55.453796168247;13.215583219996
L Alstadsvägen;55.453814728964;13.229654198242;87108;7430558;L Alstadsvägen;55.453823793128;13.2296531758
Fru Alstadsvägen;55.451574701421;13.245357333076;87107;7430557;Fru Alstadsvägen;55.451546547766;13.245295488727
V Ingelstad k:a;55.491070611694;13.1162010779;33059;7416932;Västra Ingelstad kyrka;55.491347701508;13.11531129211
Alvesta;56.90299243844;14.564335385977;7051;7424690;Alvesta kyrka;56.900758998656;14.564606709716
Alvhem;55.389571273482;13.350202837312;87118;7430566;Alvhem;55.389543775445;13.35017253177
Andersgårdsvägen;56.432260346976;12.653798991214;78066;7415479;Andersgårdsvägen;56.432260629098;12.6537989967
Anderslöv Landsvägen;55.437444548191;13.326636863838;87000;7430486;Anderslöv Landsvägen;55.437409044621;13.326654474142
Anderslöv Idrottsvägen;55.439262611545;13.312646272708;87101;7430551;Anderslöv Idrottsvägen;55.439280310953;13.312628928874
Anderslöv torget;55.438242804082;13.317278056952;87100;7401097;Anderslöv torget;55.438206982502;13.317279890318
Anderstorp;55.923723324085;13.158445465292;14071;7412332;Anderstorp;55.923758010789;13.158378894812
Stianderödsvägen;55.861498672574;13.988375312582;90218;7430831;Stianderödsvägen;55.861462582029;13.988360920093
Perstorps station;56.136361367751;13.397274752709;75004;7400022;Perstorp station;56.136359961289;13.397194322872
Båstad Perstorp;56.433577766471;12.661799299942;78067;7415480;Perstorp;56.433542178839;12.66180226983
Perstorp Torget;56.138840483878;13.394947423063;75012;7414957;Perstorp Torget;56.13885275605;13.39510749015
Perstorp Vitsippan;56.136328637069;13.412223877069;75010;7414943;Perstorp Vitsippan;56.136309603346;13.412160633851
Perstorp Trastvägen;56.147557056065;13.384487347286;75014;7414963;Perstorp Linjevägen;56.147538012832;13.384424101891
Perstorp Perstorp AB;56.128461543304;13.388857106243;75017;7422101;Perstorp Perstorp AB;56.128488309417;13.388839265436
Perstorp Centralskolan;56.140649353013;13.389588370344;75013;7414961;Perstorp Folkets hus;56.140630311163;13.389525131137
Sönnerstorp Påarpsvägen;56.424896518063;12.732710766883;78042;7415443;Sönnerstorp Påarpsvägen;56.424897189364;12.732726953702
Perstorp Stockholmsvägen;56.13665198899;13.422903293312;75011;7414951;Perstorp Stockholmsvägen;56.136697323241;13.422916508931
Anklam;55.612892796508;13.774287254803;65030;7414009;Anklam;55.612857717269;13.774336442936
Annero;55.80609874373;12.982789891043;61007;7413197;Annero;55.806011787522;12.982907595436
Helsingborg Annerovägen;56.066084902806;12.732865841959;83041;7417519;Helsingborg Annerovägen;56.066095724821;12.732929074797
Annetorp;55.714751474824;13.723343271546;65092;7414107;Annetorp;55.71477900412;13.723373424728
Malmö Annetorp;55.573594929928;12.929960181639;80350;7416036;Malmö Annetorp;55.573577898175;12.92999273206
Helsingborg S. Hunnetorpsvägen;56.041910857152;12.745448908409;83375;7420440;Helsingborg S. Hunnetorp;56.04178157339;12.745298446941
Malmö Katrinetorp;55.551821216982;13.002392371987;80059;7416305;Malmö Nornegatan;55.550733248757;12.99490855946
Malmö Kronetorpsgatan;55.614784426032;13.052719814628;80208;7415894;Malmö Kronetorpsgatan;55.614766633358;13.052720689183
Malmö Helenetorpsgången;55.572879699597;13.014007139835;80606;7416313;Malmö Helenetorpsgången;55.572914291457;13.013940841058
Arkelstorp Mannestadsboden;56.158974713156;14.271466846287;90297;7430900;Arkelstorp Mannestadsbod;56.158956822256;14.271467596621
Arkelstorp Mannestadsvägen;56.165652911286;14.279797070477;90202;7430816;Arkelstorp Mannestadsväg;56.165616269695;14.27973417015
Apelrydsskolan;56.445211089513;12.798963785114;78004;7415521;Båstad Vårliden;56.423852203979;12.844849656478
Araskoga N;55.697314213815;13.726020776026;65090;7414104;Araskoga N;55.697305835773;13.726052818419
Araskoga Väg 13;55.695619235763;13.71720319204;65006;7434488;Araskoga väg 13;55.695628812499;13.717234274758
Araskoga mejeri;55.693621551704;13.724944488221;65089;7414103;Araskoga mejeri;55.693604197599;13.72497700304
Arild Arildsvägen;56.266756238702;12.579265068131;84075;7420730;Arild Arildsvägen;56.266792396194;12.57926196315
Arild Nabbavägen;56.270795709879;12.578407850512;84076;7420731;Arild Nabbavägen;56.270814775407;12.578438487726
Arild bussplatsen;56.273153493328;12.577159253024;84077;7400745;Arild Bussplatsen;56.273116655949;12.577113850891
Arkelstorp Affären;56.173219248959;14.282974779004;90002;7401010;Arkelstorp affären;56.173201358637;14.282975530072
Arkelstorpsvägen;56.352618525485;14.485660293005;10045;7432833;Arkelstorpsvägen;56.352656057474;14.48580470116
Arkelstorp Rättelövsvägen;56.193705743114;13.830831003613;93166;7431608;Arkelstorp Rättelövsväge;56.193751763662;13.830893081121
Arkelstorp Ballingslövsvägen;56.202703255104;13.843019004254;93280;7431710;Arkelstorp Ballingslövsv;56.202747990807;13.843000603379
G:a Arkelstorp;56.179138512204;14.270630004261;90501;7461772;G:a Arkelstorp;56.179156934962;14.270661519748
Kingelstad Folmestorpsvägen;55.970983814367;12.940420757439;83506;7435407;Kingelstad Folmestorpsvä;55.970993742416;12.940451875217
Eskilstorpsvägen;55.873204915772;14.089160514203;90017;7430685;Eskilstorpsvägen;55.873240200858;14.089110939351
Lund Nilstorpsvägen;55.691873816208;13.19926455909;81828;7417224;Lund Nilstorpsvägen;55.691917803374;13.199213600406
Malmö Hallstorpsparken;55.592775475629;13.073049482875;80908;7416490;Malmö Hallstorpsparken;55.592756262006;13.07298696676
Nordanå Tullstorpsvägen;55.619126639091;13.126200956002;30034;7412466;Nordanå Tullstorpsvägen;55.619091929034;13.126250600408
Ingelsträde Brandstorpsv;56.185170370787;12.631353678042;84100;7420776;Ingelsträde Brandstorpsv;56.185198791565;12.631399570659
Helsingborg Ringstorpsvägen;56.064310434397;12.698632578635;83356;7420421;Helsingborg Ringstorpsvä;56.064339215535;12.698694350474
Hänkelstorp;55.800826575264;12.987590583876;61008;7416682;Hofterup Hänkelstorp;55.800997206464;12.987577968324
Arlöv Allégatan;55.629203649605;13.067844604861;31011;7412527;Arlöv Allégatan;55.629214187866;13.067907035995
Helsingborg Norra Vallgatan;56.051955924962;12.699048858807;83497;7420562;Helsingborg Norra Vallga;56.051947217426;12.699049389945
Simrishamn Allgatan;55.555717939554;14.350521247316;91190;7431246;Simrishamn Allgatan;55.555746901513;14.350694360985
Simrishamn Stallgatan;55.539764979908;14.340797955288;91240;7431244;Simrishamn Ekegatan;55.546585636716;14.343269250686
Ängelholm Metallgatan;56.228280843741;12.859771423361;92092;7431333;Ängelholm Metallgatan;56.228326701296;12.85980009561
Ängelholm Heimdallgatan;56.250056995991;12.875076756647;92075;7422161;Ängelholm Heimdallgatan;56.25007899613;12.875236417089
Arlöv Kyrkogatan;55.633274625695;13.079155763665;31007;7412524;Arlöv Kyrkogatan;55.633240298611;13.07922132639
Svalöv Skolgatan;55.922207719947;13.106863130765;14119;7435369;Svalöv Skolgatan;55.922281775594;13.106953790297
Ystad Kapellgatan;55.4293963669;13.811547012467;86161;7430209;Ystad Kapellgatan;55.429387899094;13.811578718864
Ängelholm Kapellgatan;56.252596543935;12.872283851212;92110;7431348;Ängelholm Kapellgatan;56.252615108332;12.872298516788
Trelleborg Kapellgatan;55.371259169736;13.163707776746;87230;7430632;Trelleborg Kapellgatan;55.371277201464;13.163706083119
Lomma Pilgatan;55.668521152452;13.078992593237;62026;7445648;Lomma Pilgatan;55.668548221246;13.078990369896
Sjöbo Allégatan;55.638263150406;13.706010393141;65022;7414006;Sjöbo Allégatan;55.638298833228;13.705992353236
Ekeby Möbelgatan;55.999184455089;12.974410204328;60101;7435375;Ekeby Möbelgatan;55.999185401525;12.974442028282
Höganäs Skolgatan;56.200442117557;12.57603896734;84110;7420785;Höganäs Skolgatan;56.200476591493;12.575971489857
Arlöv Elisetorpsvägen;55.633731479617;13.083539786594;31008;7412525;Arlöv Elisetorpsvägen;55.633694331975;13.083478470316
Höganäs Kyrkogatan;56.198516631553;12.557098864626;84133;7420807;Höganäs Öresundsskolan;56.198544246534;12.557112551609
Arlöv Rapsvägen;55.634278598299;13.087949420454;31009;7412526;Arlöv Rapsvägen;55.634241452123;13.087888100144
Arlöv Ringvägen;55.636839476827;13.081068371378;31012;7412531;Arlöv Ringvägen;55.636874807267;13.081033789966
Vinslöv Ringvägen;56.094581865475;13.909607835476;93266;7425960;Vinslöv Ringvägen;56.094554537211;13.90957700857
Trelleborg V Ringvägen;55.376975055675;13.120892415666;87220;7430624;Trelleborg V Ringvägen;55.376992749444;13.120874938903
S Sandby Ringvägen;55.718307630573;13.35179173143;81143;7416785;S Sandby Ringvägen;55.718335939271;13.351853353097
Landskrona Ringvägen;55.885038011457;12.831458533904;82015;7416746;Landskrona Ringvägen;55.885021840004;12.831523472835
Trelleborg Ö Ringvägen;55.373695991092;13.187576936235;87023;7430497;Trelleborg Ö Ringvägen;55.373677114886;13.18753036166
Arlöv Sockerbitstorget;55.631609667515;13.070567452852;31014;7416532;Arlöv Sockerbitstorget;55.631965850372;13.070415191532
Arlöv Strandängen;55.639009806123;13.060742026381;31017;7434483;Arlöv Strandängen;55.639027191501;13.06070867847
Bunkeflostrand Vingen;55.550447099884;12.917750681763;80405;7416080;Bunkeflostrand Vingen;55.550464832213;12.917733096983
Beddingestrand Gulrosvägen;55.375157242556;13.460316991746;87156;7430588;Beddingestrand Gulrosväg;55.375174017575;13.460252459529
Beddingestrand Blåvingevägen;55.371076457481;13.448094766829;87155;7430587;Beddingestrand Blåvingev;55.371075278005;13.448031299369
Beddingestrand Backsippevägen;55.358459691983;13.414714559617;87151;7430584;Beddingestrand Backsippe;55.358477680606;13.414713030718
Beddingestrand Käringtandsvägen;55.3602583863;13.420315810488;87152;7430585;Beddingestrand Käringtan;55.360293708038;13.4202816976
Bunkeflostrand Naffentorpsvägen;55.543265761254;12.919212697176;80406;7416083;Bunkeflostrand Naffentor;55.543389291041;12.918727749879
Strandängsvägen;55.995583013657;12.782016129066;83144;7417743;Strandängsvägen;55.995600407787;12.781982507468
Vejbystrand Byavägen;56.312202190905;12.785474048919;92236;7431454;Vejbystrand Byavägen;56.312165789355;12.785444563465
Vejbystrand Tångvägen;56.317916295767;12.770017700601;92235;7427546;Vejbystrand Tångvägen;56.317897037988;12.769954528109
Beddingestrand Granhyddan;55.364055704365;13.430750666186;87153;7401098;Beddingestrand Granhyddan;55.364092253396;13.430779587216
Beddingestrand Kungsljuset;55.355632750911;13.406179479403;87150;7430583;Beddingestrand Kungsljus;55.355615461692;13.406211620499
Vejbystrand Sandlyckevägen;56.313631316733;12.773365086389;92055;7431303;Vejbystrand Sandlyckeväg;56.313667451133;12.773362192292
Bunkeflostrand Bunkeflovägen;55.56072911798;12.919358228554;80401;7416075;Bunkeflostrand Bunkeflov;55.560747224901;12.9193564741
Bunkeflostrand Ängsdalsvägen;55.558023404911;12.918938449366;80402;7416076;Bunkeflostrand Ängsdalsv;55.558041138352;12.918920866299
Arlöv kyrka;55.634949828787;13.076100672519;31013;7412532;Arlöv kyrka;55.634967568274;13.076083195178
Hov Kyrkan;56.435232715827;12.729556730578;78006;7401470;Hov Kyrkan;56.434974529479;12.729642510254
Färlöv kyrkan;56.073725495741;14.083754215505;90028;7410403;Färlöv kyrka;56.073476240688;14.083267441427
Torekov Kyrka;56.425222274334;12.631534321738;78064;7415477;Torekov kyrka;56.425222145422;12.631518142108
Bårslöv kyrkan;56.005875383511;12.815661407161;83138;7417596;Bårslöv kyrkan;56.005857682734;12.815662589604
Österslöv Kyrkan;56.099365378152;14.249733207852;90125;7401527;Österslöv kyrka;56.099401348979;14.249731772157
Skepparslöv Kyrkan;56.013816762711;14.069472060105;90081;7404117;Skepparslöv Kyrkan;56.013815926227;14.069407916465
Skånes Fagerhult kyrka;56.368480254202;13.470006467895;57013;7400537;Skånes-Fagerhult kyrka;56.368479813084;13.469974152708
Oxie kyrka;55.549629578038;13.0958272993;80710;7416388;Oxie kyrka;55.549593121949;13.095797707016
Röke kyrka;56.234634000422;13.521586295589;93119;7401495;Röke kyrka väg 24;56.234597067744;13.521523956492
Finja kyrka;56.158666105078;13.682120307153;93009;7423501;Finja kyrka;56.15867631282;13.682184101341
Osby Kyrkan;56.382204676936;13.999928027716;73029;7414769;Osby Kyrkan;56.382186364978;13.999896589818
Nosaby Kyrka;56.051732908945;14.193194094598;90366;7430963;Nosaby kyrka;56.051697476469;14.193227668999
Näsum Kyrkan;56.170575047881;14.498355970525;72022;7424868;Näsum Kyrkan;56.170547988129;14.498340860781
Arlövsvägen;55.640626493596;13.12322298913;30039;7412470;Arlövsvägen;55.64059005366;13.12319336048
Lund Sommarlovsvägen;55.701852222843;13.236134229748;81121;7417165;Lund Mårtens Fälads buti;55.701714341972;13.233406299359
V Genastorp;56.331431015548;14.010735559126;56037;7412656;V Genastorp;56.331412701318;14.01070414236
Hägnalövsvägen;55.958010779586;12.79331046085;82017;7430281;Hägnalövsvägen;55.958045327726;12.793243487424
Karlshemsvägen;55.45751401594;13.853162682156;86083;7430031;Karlshemsvägen;55.457549917873;13.853160611159
Åhus Havsvägen;55.914022222274;14.284422300099;90249;7430855;Åhus Havsvägen;55.913985548675;14.284359723657
Arrarp;55.922772676335;12.906886917151;82067;7417385;Arrarp;55.92276392102;12.906887348689
Arrarp Östra;55.922214942501;12.920242985345;82068;7417386;Arrarp östra;55.922178525632;12.920213466279
Görarpsvägen Norra;56.013261225386;12.794605729723;83271;7420185;Görarpsvägen norra;56.013251324186;12.794558193488
Skälderviken Errarps skola;56.278404509065;12.843704409194;92039;7431290;Skälderviken Errarps sko;56.278439861798;12.843669327177
Brösarp Östra;55.724498929876;14.108538534132;70088;7414582;Brösarp östra;55.724480990398;14.108539178264
Arrie;55.517731892901;13.086967264752;33055;7412631;Arrie;55.517766503503;13.086901105195
Arrie skolan;55.51573104553;13.085078260246;33105;7422795;Arrie skolan;55.515750523354;13.085139837464
Arrie Bigårdsvägen;55.511864505377;13.078900398032;33106;7422796;Arrie Bigårdsvägen;55.511838070658;13.078917635056
St Harrie;55.802811532355;13.155113134358;61037;7416877;Stora Harrie;55.802838608341;13.155111036382
St Harrie 15;55.798219235662;13.169270547518;61058;7413316;St Harrie 15;55.798202132219;13.169303348035
L Harrie Skolhusvägen;55.793732431592;13.204102915762;61057;7416740;Lilla Harrie Skolhusvägen;55.793731570914;13.204054872357
Skegrie Snarringevägen;55.400757119583;13.091061919747;87244;7430641;Skegrie Snarringevägen;55.400773768374;13.090997127377
Marieholm Marieskolan;55.861718792308;13.166437753791;85072;7420988;Marieholm Marieskolan;55.861754845855;13.166435082092
Ask V;55.963398218747;13.244141240363;14085;7412353;Ask V;55.963397386074;13.244093074986
Ask byn;55.962978165458;13.250736417127;14064;7421774;Ask Byn;55.962427059269;13.249282932399
Askamölla;55.97247385482;13.261533747381;14066;7412324;Askamölla;55.972475340605;13.261597578184
Asmundtorp Axeltoftavägen;55.883420950499;12.9231883177;82099;7417409;Asmundtorp Axeltoftaväge;55.883431624427;12.923251231106
Asmundtorp Toftavägen;55.885781499907;12.945012354851;82101;7416535;Asmundtorp Toftavägen;55.885825813273;12.944976878295
Asmundtorp Hansavägen;55.887040276092;12.951235014893;82102;7417411;Asmundtorp Hansavägen;55.887050561054;12.951281986667
Asmundtorp Skördevägen;55.884592436169;12.937553922564;82100;7417410;Asmundtorp Skördevägen;55.884574701295;12.937554991625
Asmundtorp Torpet;55.887524491449;12.960888388339;82104;7422807;Asmundtorp Torpet;55.88754152676;12.960838940083
Ö Asmundtorp;55.855924996955;13.270278975303;85067;7420953;Ö Asmundtorp;55.855944406827;13.270341391013
Assarhusavägen;55.70559505029;13.34375790509;81180;7416837;Assarhusavägen;55.705684582097;13.343736080912
Assertorp;56.045536987693;12.884161526736;83397;7420463;Assertorp;56.045511067768;12.884195436539
Assmåsa;55.553678776533;13.746265021488;65012;7414000;Kristinelund;55.562534685245;13.746657240108
Attarp;56.00429889271;12.83220550205;83211;7420081;Attarp;56.004279643395;12.832142647286
Kattarps station;56.144444712069;12.778391367534;83194;7401544;Kattarp station;56.144382973216;12.778428302769
Skottarp;55.549683501063;13.515698534601;64018;7413643;Skottarp;55.549718278804;13.515632793111
Ottarp k:a;55.943806813301;12.918299945188;83168;7435401;Norrabyvägen;55.942269570908;12.949459662188
Hittarp Sundsliden;56.096845025814;12.643648407572;83058;7401083;Hittarp Sundsliden;56.096904369529;12.643498698471
Hittarp Kruareliden;56.102188991191;12.638981076985;83059;7417534;Hittarp Kruareliden;56.10218194512;12.639045827017
Tostarp Ottarpsvägen;55.940098430438;12.908089372802;82184;7417385;Arrarp;55.92276392102;12.906887348689
Tottarp Tyska krogen;55.641991550831;13.148358455678;30041;7412473;Tottarp Tyska krogen;55.642036549712;13.148355063601
