Gtfsid
7408303
7408302
7408300
7408308
7409652
7409650
7409651
7421292
7424516
7420502
7420501
7420500
7420507
7411612
7411611
7411610
7412678
7412674
7412677
7412670
7412671
7412672
7409410
7409411
7409412
7409413
7409414
7409415
7409416
7409418
7409419
7408401
7408402
7408403
7408404
7408406
7407207
7407206
7407205
7407202
7407200
7409756
7409758
7418244
7421464
7411408
7411409
7411407
7411404
7411401
7401122
7407199
7407198
7407197
7407195
7407194
7407193
7407192
7407191
7409594
7409597
7409596
7409590
7409593
7400627
7421861
7421860
7419413
7421868
7467166
7421053
7421050
7421051
7421056
7421054
7421055
7407486
7407359
7407358
7407355
7407354
7407357
7407356
7407352
7424517
7412775
7412774
7412777
7412773
7412772
7412779
7407656
7407657
7407650
7407658
7407659
7409960
7409961
7409962
7409968
7409969
7413966
7409380
7409381
7409382
7409037
7409034
7409035
7409032
7409033
7409031
7420671
7411616
7407092
7407096
7407097
7407095
7407098
7407099
7412899
7412890
7412892
7412894
7408168
7408957
7408954
7408953
7408950
7408951
7408958
7408959
7408480
7408481
7408482
7408483
7408484
7408485
7408486
7408487
7408488
7408489
7408226
7408227
7408220
7408222
7408223
7408228
7408229
7464033
7411486
7411482
7411483
7411481
7411488
7411489
7463954
7407449
7407448
7407445
7407444
7407446
7407443
7407442
7409519
7409511
7409510
7401189
7444148
7409894
7409897
7409890
7409891
7409893
7409898
7468158
7468154
7468156
7468157
7468150
7468153
7407938
7410537
7410531
7407930
7407933
7407932
7410538
7407937
7407936
7407732
7411729
7411721
7411720
7411727
7411724
7408078
7408075
7408074
7408077
7408076
7408071
7408070
7408073
7408072
7400682
7409302
7424661
7408899
7408898
7408894
7408892
7408891
7408890
7421908
7408534
7408535
7408536
7408537
7408538
7408539
7464728
7412811
7412813
7412814
7412815
7412816
7412818
7412819
7407751
7407750
7407753
7407752
7409179
7409178
7421018
7409173
7409172
7409171
7421019
7409177
7409175
7409174
7401345
7424493
7424495
7407229
7407228
7407221
7407222
7407225
7407227
7444671
7408141
7408140
7408142
7408145
7408144
7408147
7408149
7409818
7409814
7409815
7409816
7409817
7409810
7409811
7409812
7409813
7410822
7410824
7410829
7411055
7419195
7410010
7410016
7410018
7411833
7411832
7411831
7411836
7411835
7407520
7407521
7407388
7407389
7407384
7409990
7409995
7409994
7409997
7409996
7409999
7409998
7418000
7409665
7409664
7463417
7411573
7411570
7408738
7408739
7444570
7408730
7408731
7408737
7408735
7409468
7409463
7409462
7409465
7409464
7435772
7435770
7435774
7408471
7408470
7408473
7408472
7408474
7408477
7408476
7408479
7407809
7407808
7407498
7407499
7407497
7407494
7407492
7407493
7407148
7407149
7407142
7407143
7407144
7407145
7407146
7408679
7408678
7408676
7408675
7408674
7408673
7408672
7408671
7408670
7409230
7409231
7410099
7410090
7410096
7410094
7421061
7411257
7411254
7407306
7407307
7407304
7407302
7407303
7407308
7412728
7412726
7412724
7412723
7412721
7409919
7409918
7409911
7409910
7409913
7409912
7409915
7408356
7409007
7409005
7409004
7409003
7409002
7409001
7409000
7409008
7424560
7411642
7411643
7458524
7458523
7408968
7408967
7408965
7408963
7408962
7408961
7408960
7412866
7401078
7409708
7409706
7409707
7407889
7407888
7407885
7407884
7407887
7407886
7407881
7407880
7407883
7407882
7407416
7407417
7407414
7407415
7407412
7407413
7407410
7407411
7407418
7407419
7409546
7409547
7409544
7409545
7409542
7409543
7409540
7409541
7409548
7409549
7433206
7410568
7410566
7410565
7410562
7410563
7410560
7410561
7411777
7411779
7407599
7407598
7407593
7407592
7407591
7407590
7407597
7407596
7407594
7408026
7408027
7408024
7408025
7408022
7408023
7407624
7407627
7407626
7407621
7412594
7407622
7407629
7409088
7409087
7409084
7409083
7409081
7409080
7408848
7408849
7408843
7408844
7408845
7408846
7408847
7452650
7412869
7412865
7412864
7409684
7407353
7409783
7409785
7409786
7409787
7408254
7408256
7408251
7408250
7408258
7409124
7409125
7409126
7409127
7409120
7409122
7409123
7409128
7407399
7411120
7419350
7419356
7434704
7468129
7468128
7410872
7407967
7411082
7411080
7410022
7410020
7407511
7407510
7407517
7407516
7407515
7407514
7407519
7409379
7409378
7409375
7409377
7409376
7409371
7409370
7409372
7444099
7408546
7408541
7408540
7408543
7409634
7409631
7409639
7408702
7408700
7408706
7408705
7407702
7407703
7407701
7407706
7407704
7407708
7407709
7400392
7407278
7407279
7407273
7407270
7407271
7407276
7407277
7407274
7407275
7444620
7407859
7407856
7407857
7407854
7407855
7407852
7407850
7438274
7437232
7471519
7407130
7409864
7409866
7409861
7409860
7409863
7408112
7408113
7408110
7408111
7408116
7408117
7408114
7408115
7408118
7408119
7409247
7464301
7435952
7411004
7423065
7400108
7407339
7407338
7407336
7421037
7421031
7421032
7421038
7421039
7407607
7407122
7407123
7407120
7407121
7412715
7412713
7412711
7412710
7412719
7471497
7408096
7408095
7408094
7408090
7408099
7408098
7400664
7400665
7400667
7400660
7400661
7400662
7400668
7408321
7408320
7408323
7408325
7408324
7408329
7408328
7424538
7424539
7424536
7424537
7424534
7424535
7411638
7426590
7411632
7411635
7444589
7444588
7412655
7444580
7444582
7407788
7407789
7407787
7409438
7409439
7409432
7409433
7409430
7409431
7409437
7409434
7409435
7471027
7408423
7408427
7408424
7408428
7408429
7409771
7409773
7409779
7456696
7456694
7452583
7452586
7452587
7452584
7452585
7452588
7452589
7467387
7411469
7411460
7411463
7408620
7408621
7408622
7408623
7408624
7408625
7408626
7408627
7408628
7408629
7400438
7407429
7407428
7407427
7407426
7407425
7407424
7407423
7407422
7407421
7408191
7408196
7408194
7409578
7409576
7409575
7409574
7409573
7409572
7409571
7409570
7437151
7421840
7419475
7411200
7410745
7410559
7407744
7407743
7407741
7414663
7412799
7412798
7412796
7412793
7412792
7412791
7412790
7401092
7407678
7407679
7407676
7407677
7407674
7407675
7407672
7407673
7407670
7407671
7409949
7409943
7409940
7409941
7409946
7408018
7408016
7408015
7408011
7409059
7409051
7409054
7409055
7409056
7409057
7408744
7408298
7408295
7409164
7452663
7407078
7407075
7407076
7407077
7407072
7407073
7401042
7401049
7408930
7408931
7408932
7408933
7408934
7408935
7408936
7408938
7408939
7407326
7407327
7410023
7407322
7410021
7408208
7408206
7408204
7408205
7408202
7408203
7408200
7408201
7407518
7411919
7411912
7400210
7400214
7411283
7411286
7411288
7419286
7453887
7411704
7411703
7421017
7457431
7457433
7407548
7407549
7407544
7407546
7407547
7407540
7407541
7407543
7409324
7409322
7409323
7408518
7408519
7408516
7408517
7408514
7408515
7408512
7408513
7408510
7412832
7412833
7412835
7471146
7471686
7471687
7407739
7407738
7407733
7407731
7407730
7407737
7407736
7407735
7409689
7409688
7408758
7409489
7409488
7409483
7409685
7409481
7409480
7409487
