StopID;StopArea;SiteID;Name;Long;Lat;Zone;Type;GTFS ID;GTFS Name;GTFS Long;GTFS Lat;Dist
1112;1111;1112;Hötorget;59,3356150112;18,0629641803;A;METROSTN;7421667;Hötorget T-bana;59,3355331272;18,0635389806;0,031695148
1122;1121;1122;Rådmansgatan;59,3408747278;18,0579163909;A;METROSTN;7421666;Rådmansgatan T-bana;59,3405724364;18,0587755376;0,0483587648
1132;1131;1132;Odenplan;59,3427666283;18,0487066097;A;METROSTN;7421013;Odenplan T-bana;59,3429559136;18,0497037943;0,0552786797
1142;1141;1142;S:t Eriksplan;59,340284433;18,0374155546;A;METROSTN;7421665;S:t Eriksplan T-bana;59,3396541026;18,0369876857;0,0283403169
1161;1161;1162;Thorildsplan;59,3314927233;18,0158378155;A;METROSTN;7421664;Thorildsplan T-bana;59,3318137193;18,0154370913;0,0232865936
1171;1171;1172;Kristineberg;59,3327224103;18,003123305;A;METROSTN;7421663;Kristineberg T-bana;59,3328111289;18,003181968;0,0033217037
1202;1201;1202;Alvik;59,3335288882;17,9812769148;A1;METROSTN;7420755;Alvik T-bana;59,3336354879;17,9802645895;0,0558153896
1211;1211;1212;Stora mossen;59,3346646733;17,9653558321;A1;METROSTN;7421690;Stora Mossen T-bana;59,334534003;17,9661913665;0,0461609937
1221;1221;1222;Abrahamsberg;59,336563091;17,9531728537;A1;METROSTN;7421689;Abrahamsberg T-bana;59,3366833714;17,9529521613;0,0123131323
1231;1231;1232;Brommaplan;59,3382848827;17,9396416119;A1;METROSTN;7420581;Brommaplan T-bana;59,3383897864;17,939261702;0,0210282
1241;1241;1242;Åkeshov;59,3417679847;17,9270450568;A1;METROSTN;7421688;Åkeshov T-bana;59,3420362516;17,9248997729;0,1188614162
1251;1251;1252;Ängbyplan;59,3419565157;17,9070871164;A1;METROSTN;7421687;Ängbyplan T-bana;59,3418852252;17,9070477639;0,0022258801
1261;1261;1262;Islandstorget;59,3459947013;17,8932718446;A1;METROSTN;7421686;Islandstorget T-bana;59,3458569263;17,894019574;0,0413547997
1271;1271;1272;Blackeberg;59,3483700574;17,8828507976;A1;METROSTN;7421685;Blackeberg T-bana;59,3483528629;17,8827972104;0,0029508755
1281;1281;1282;Råcksta;59,3545134761;17,8816258414;A1;METROSTN;7421684;Råcksta T-bana;59,3548066169;17,881819803;0,0117076613
1304;1301;1304;Vällingby;59,3632218281;17,8721139548;A1;METROSTN;7421683;Vällingby T-bana;59,3632494827;17,8720630761;0,0028075791
1311;1311;1312;Johannelund;59,367923241;17,8581326257;A1;METROSTN;7421682;Johannelund T-bana;59,3679426261;17,8574655063;0,0366961136
1321;1321;1322;Hässelby gård;59,3670448853;17,8442877713;A1;METROSTN;7421681;Hässelby Gård T-bana;59,3669002535;17,8437691516;0,0287771919
1331;1331;1332;Hässelby strand;59,3617428105;17,8324667161;A1;METROSTN;7421680;Hässelby Strand T-bana;59,3612865682;17,8323517792;0,0088402307
1511;1511;1512;Medborgarplatsen;59,3148923779;18,0726216305;A;METROSTN;7421654;Medborgarplatsen T-bana;59,3143373193;18,0735509939;0,0548428768
1521;1521;1522;Skanstull;59,3084969589;18,0758138335;A;METROSTN;7421655;Skanstull T-bana;59,307852081;18,0762276798;0,0277935399
1551;1551;1554;Gullmarsplan;59,2991845845;18,080969851;A2;METROSTN;7421705;Gullmarsplan T-bana;59,2991161051;18,0807723524;0,0109191677
1601;1601;1604;Skärmarbrink;59,2952665053;18,0903639324;A2;METROSTN;7421704;Skärmarbrink T-bana;59,2953638458;18,0904408919;0,0043474204
1611;1611;1612;Globen;59,2942434518;18,0780066564;A2;METROSTN;7421706;Globen T-bana;59,2942798487;18,0779741825;0,0018020942
1621;1621;1622;Enskede gård;59,2890605224;18,0703592698;A2;METROSTN;7421707;Enskede Gård T-bana;59,2893938286;18,0702938613;0,0049416934
1631;1631;1632;Sockenplan;59,2836097047;18,0708746681;A2;METROSTN;7421708;Sockenplan T-bana;59,2833002496;18,0705910741;0,0167563987
1642;1641;1642;Svedmyra;59,2780033441;18,0679404115;A2;METROSTN;7421709;Svedmyra T-bana;59,2776384017;18,0672320928;0,0405690401
1651;1651;1652;Stureby;59,2746253316;18,0555927214;A2;METROSTN;7421710;Stureby T-bana;59,2745977237;18,0556261996;0,0018505231
1662;1661;1662;Bandhagen;59,2703906475;18,0496470804;A2;METROSTN;7421711;Bandhagen T-bana;59,2704022425;18,0494901674;0,0086318376
1701;1701;1703;Högdalen;59,2637694812;18,0430377645;A2;METROSTN;7421712;Högdalen T-bana;59,2637968997;18,0430046931;0,0018280263
1712;1711;1712;Rågsved;59,256667786;18,0282806561;A2;METROSTN;7421713;Rågsved T-bana;59,2565803869;18,0281348894;0,0081095929
1721;1721;1721;Hagsätra;59,2616540156;18,0133647846;A2;METROSTN;7421714;Hagsätra T-bana;59,262728422;18,0124874196;0,0622226996
1812;1811;1812;Blåsut;59,2911490051;18,0911411374;A2;METROSTN;7421703;Blåsut T-bana;59,2902433045;18,0910630625;0,0142196706
1821;1821;1822;Sandsborg;59,2856752642;18,0919325152;A2;METROSTN;7421702;Sandsborg T-bana;59,2847872377;18,0923821338;0,0342709751
1831;1831;1832;Skogskyrkogården;59,2789670266;18,0955186441;A2;METROSTN;7421701;Skogskyrkogården T-bana;59,2791917861;18,0954988519;0,0016998235
1842;1841;1842;Tallkrogen;59,2712489328;18,0855270227;A2;METROSTN;7421700;Tallkrogen T-bana;59,2711356115;18,085326681;0,0111741823
1851;1851;1852;Gubbängen;59,2633249973;18,082138629;A2;METROSTN;7421699;Gubbängen T-bana;59,2628776522;18,0820388365;0,0079100111
1861;1861;1862;Hökarängen;59,2579307023;18,0824977977;A2;METROSTN;7421698;Hökarängen T-bana;59,2579216396;18,0824974026;2,27251099276458E-005
1872;1871;1872;Farsta;59,2447406903;18,0926444887;A2;METROSTN;7421697;Farsta T-bana;59,2435529719;18,0932838505;0,0522340644
1881;1881;1881;Farsta strand;59,235527684;18,1012808998;A2;METROSTN;7421696;Farsta Strand T-bana;59,2350076816;18,1017368601;0,0283496838
1912;1911;1912;Hammarbyhöjden;59,2947478037;18,1045316422;A2;METROSTN;7421695;Hammarbyhöjden T-bana;59,2947653398;18,1045505907;0,0010458848
1921;1921;1922;Björkhagen;59,2916379462;18,1153458346;A2;METROSTN;7421694;Björkhagen T-bana;59,291113902;18,1155211771;0,0129667692
1932;1931;1932;Kärrtorp;59,2845321217;18,1144782878;A2;METROSTN;7421693;Kärrtorp T-bana;59,2845051206;18,1144766689;9,78587489416952E-005
1942;1941;1942;Bagarmossen;59,2768445066;18,1321710897;A2;METROSTN;7421692;Bagarmossen T-bana;59,2762643434;18,1314649607;0,0429098222
1951;1951;1951;Skarpnäck;59,2674273061;18,1335110442;A2;METROSTN;7421691;Skarpnäck T-bana;59,2668194989;18,1333469898;0,0134930877
1011;1011;2012;Slussen;59,3195952319;18,0717401337;A;METROSTN;7420101;Slussen T-bana;59,3194950664;18,072330996;0,0326188241
2022;1021;2022;Gamla stan;59,3231676155;18,0671813093;A;METROSTN;7421653;Gamla Stan T-bana;59,3231599076;18,0676202593;0,0241429672
2101;2101;2102;Östermalmstorg;59,334968829;18,0763846823;A;METROSTN;7421651;Östermalmstorg T-bana;59,334972903;18,0740826767;0,1266105067
2111;2111;2112;Karlaplan;59,3389882959;18,091998893;A;METROSTN;7421650;Karlaplan T-bana;59,3388105807;18,0908621464;0,0629032095
2122;2121;2122;Gärdet;59,3451783991;18,0989905507;A;METROSTN;7446012;Kampementsbacken;59,3457121636;18,101822283;0,1591926195
2132;2131;2132;Ropsten;59,3574035909;18,1023655334;A;METROSTN;7420757;Ropsten T-bana;59,3572983415;18,1022179289;0,0082522873
2212;2211;2212;Stadion;59,3407986464;18,0819421477;A;METROSTN;7445963;Nybrogatan;59,3404963516;18,0817639165;0,0109084409
2222;2221;2222;Tekniska högskolan;59,3465408399;18,0693332207;A;METROSTN;7420750;Stockholm Östra station;59,346113261;18,0717137004;0,1331385519
2231;2231;2232;Universitetet;59,3653610181;18,0548947967;A;METROSTN;7421645;Universitetet T-bana;59,3655675285;18,0548910832;0,0007202643
2241;2241;2242;Bergshamra;59,3807370944;18,0374860876;A1;METROSTN;7421644;Bergshamra T-bana;59,381507893;18,0365161455;0,060535795
2252;2251;2252;Danderyds sjukhus;59,3907288435;18,0418399519;A1;METROSTN;7410232;Danderyd sjukhus T-bana;59,3919041431;18,0413718101;0,042461883
2302;2301;2302;Mörby centrum;59,3982038729;18,0368913404;A1;METROSTN;7445596;Mörby centrum E18;59,3981269104;18,0371858392;0,0162691057
2511;2511;2512;Mariatorget;59,317014374;18,062117362;A;METROSTN;7421656;Mariatorget T-bana;59,3169577343;18,0633083647;0,0655439631
2522;2521;2522;Zinkensdamm;59,317704614;18,049707957;A;METROSTN;7421657;Zinkensdamm T-bana;59,3177776924;18,0501521635;0,0244959774
2532;2531;2532;Hornstull;59,3159298212;18,0353974886;A;METROSTN;7421658;Hornstull T-bana;59,3158365347;18,034021432;0,0757884075
2602;2601;2604;Liljeholmen;59,3107069987;18,0230948373;A2;METROSTN;7404046;Liljeholmen T-bana;59,3107063086;18,0231301287;0,0019410346
2612;2611;2612;Aspudden;59,3063624538;18,0017913714;A2;METROSTN;7421720;Aspudden T-bana;59,3064490045;18,001445939;0,0190894193
2621;2621;2622;Örnsberg;59,3054346745;17,9891406577;A2;METROSTN;7421721;Örnsberg T-bana;59,3055323703;17,9891998107;0,0033689037
2632;2631;2632;Axelsberg;59,3043790896;17,9754640681;A2;METROSTN;7421722;Axelsberg T-bana;59,3044154616;17,9754314742;0,0018086694
2642;2641;2642;Mälarhöjden;59,3012171041;17,9576693859;A2;METROSTN;7421723;Mälarhöjden T-bana;59,3009181069;17,9572819925;0,0223883656
2651;2651;2652;Bredäng;59,2948026;17,936005492;A2;METROSTN;7421724;Bredäng T-bana;59,2948383414;17,9338135936;0,1205698692
2701;2701;2702;Sätra;59,2850604024;17,9210937554;A2;METROSTN;7421725;Sätra T-bana;59,2849839888;17,9213700166;0,0152650152
2712;2711;2712;Skärholmen;59,2769910272;17,9070306058;A2;METROSTN;7421726;Skärholmen T-bana;59,277144;17,907005149;0,0016832724
2721;2721;2722;Vårberg;59,2759430858;17,8901054831;A2;METROSTN;7421727;Vårberg T-bana;59,2759331805;17,8901577208;0,0028742627
2732;2731;2732;Vårby gård;59,2643929912;17,8846468763;A2;METROSTN;7421728;Vårby Gård T-bana;59,2646123928;17,8843973688;0,0143053689
2742;2741;2742;Masmo;59,2499079365;17,8813454805;A2;METROSTN;7421729;Masmo T-bana;59,2496815511;17,8803326476;0,0563259385
2751;2751;2752;Fittja;59,2474292521;17,8610002462;A2;METROSTN;7421730;Fittja T-bana;59,247465596;17,8609675824;0,0018124913
2762;2761;2762;Alby;59,2393871372;17,8453740464;A2;METROSTN;7421731;Alby T-bana;59,2394955196;17,8453281494;0,0026664681
2771;2771;2772;Hallunda;59,2433285244;17,8252597674;A2;METROSTN;7421732;Hallunda T-bana;59,2432691693;17,8256070184;0,0191414325
2781;2781;2781;Norsborg;59,2437394273;17,8155385869;A2;METROSTN;7469194;Sankt Albans väg;59,2434310238;17,8151525652;0,0223820598
2812;2811;2812;Midsommarkransen;59,3018796329;18,0120025443;A2;METROSTN;7421715;Midsommarkransen T-bana;59,301852036;18,0120360841;0,0018539073
2821;2821;2822;Telefonplan;59,2982482767;17,9973180998;A2;METROSTN;7421716;Telefonplan T-bana;59,2983214193;17,9972352292;0,0046226133
2832;2831;2832;Hägerstensåsen;59,2951788776;17,9784595233;A2;METROSTN;7421717;Hägerstensåsen T-bana;59,2955713226;17,9791518573;0,0399419283
2841;2841;2842;Västertorp;59,2913516204;17,9667006809;A2;METROSTN;7421718;Västertorp T-bana;59,29137902;17,9666675211;0,001832876
2851;2851;2851;Fruängen;59,2867578386;17,964847459;A2;METROSTN;7421719;Fruängen T-bana;59,2859289963;17,9650057782;0,0170200132
3031;3031;3031;Kungsträdgården;59,3307821797;18,0728892527;A;METROSTN;7421659;Kungsträdgården T-bana;59,3307840324;18,0732937894;0,0222495617
2051;1051;3052;T-Centralen;59,3312699248;18,0613403;A;METROSTN;7420749;T-Centralen T-bana;59,3309465769;18,0592629099;0,1155215587
3132;3131;3132;Rådhuset;59,3298558692;18,0449208207;A;METROSTN;7446080;Kungsholmstorg;59,3292825427;18,0432665792;0,094960588
1152;1151;3152;Fridhemsplan;59,3330474165;18,0315980746;A;METROSTN;7421661;Fridhemsplan T-bana;59,3343715238;18,0324055097;0,0656233785
3162;3161;3162;Stadshagen;59,3374214634;18,0157132214;A;METROSTN;7421662;Stadshagen T-bana;59,3369631234;18,017318312;0,0908219
3204;3201;3204;Västra skogen;59,3479729722;18,0034757024;A1;METROSTN;7421669;Västra Skogen T-bana;59,347479325;18,0039890606;0,0311833205
3212;3211;3212;Solna centrum;59,3595882421;17,9984048614;A1;METROSTN;7421642;Solna centrum T-bana;59,3588602142;17,9989736941;0,0376990963
3222;3221;3222;Näckrosen;59,3673023284;17,9817499464;A1;METROSTN;7421668;Näckrosen T-bana;59,3667379313;17,9832797153;0,0879916721
3231;3231;3232;Hallonbergen;59,3743278171;17,9691260921;A1;METROSTN;7421675;Hallonbergen T-bana;59,3754486931;17,969215282;0,0201074403
3251;3251;3252;Kista;59,4029594413;17,9426683336;A1;METROSTN;7412883;Kista T-bana;59,4028644206;17,9424336209;0,0130184509
3261;3261;3262;Husby;59,4097176327;17,9269066053;A1;METROSTN;7421676;Husby T-bana;59,4102589691;17,9256371976;0,0733632688
3272;3271;3272;Akalla;59,4140350628;17,9175933082;A1;METROSTN;7421677;Akalla T-bana;59,4148128575;17,9127973506;0,2710977442
3412;3411;3412;Huvudsta;59,3497424817;17,9868682375;A1;METROSTN;7445581;Huvudsta allé;59,3492008004;17,9864996239;0,023824111
3421;3421;3422;Vreten;59,3543425138;17,9737982007;A1;METROSTN;7421671;Vreten T-bana;59,3541867165;17,9739819168;0,0103980836
3431;3431;3432;Sundbybergs centrum;59,3605690849;17,9730344872;A1;METROSTN;7421672;Sundbyberg centrum T-bana;59,3608969584;17,9722113283;0,0465745043
3441;3441;3442;Duvbo;59,3680793954;17,9630809873;A1;METROSTN;7421673;Duvbo T-bana;59,3678922512;17,9646174676;0,0849301938
3452;3451;3452;Rissne;59,3759780554;17,93980938;A1;METROSTN;7421674;Rissne T-bana;59,3758408207;17,9399593377;0,008475558
3462;3461;3464;Rinkeby;59,3881110091;17,9281442457;A1;METROSTN;7421679;Rinkeby T-bana;59,3881634097;17,9287814371;0,0350787517
3472;3471;3472;Tensta;59,39431599;17,9025808499;A1;METROSTN;7412885;Tensta T-bana;59,3944823081;17,9011652403;0,0781932333
3482;3481;3482;Hjulsta;59,3967287217;17,8887321622;A1;METROSTN;7421678;Hjulsta T-bana;59,3961702337;17,887712113;0,0598768038
4201;4201;4202;Alvik;59,3335973572;17,980402543;A1;TRAMSTN;7420755;Alvik T-bana;59,3336354879;17,9802645895;0,0076050378
4301;4301;4301;Sergels torg;59,3326597317;18,0661249497;A;TRAMSTN;7435997;Stockholm Sergels Torg Spårv;59,3326596388;18,0661251533;1,1202229627895E-005
4303;4303;4303;Kungsträdgården;59,3327890504;18,0710897109;A;TRAMSTN;7437355;Stockholm Kungsträdgården;59,3327859061;18,0712654623;0,0096664457
4304;4305;4305;Nybroplan;59,33284306;18,0762428197;A;TRAMSTN;7419408;Stockholm Nybroplan;59,332729828;18,0765518252;0,0171504446
4306;4307;4307;Styrmansgatan;59,3316696574;18,0837918809;A;TRAMSTN;7446065;Stockholm Styrmansgatan;59,3315830783;18,0846298724;0,0461802325
4309;4309;4309;Djurgårdsbron;59,3317862611;18,0925167228;A;TRAMSTN;7446036;Stockholm Djurgårdsbron;59,3318230405;18,0934860139;0,0533273789
4311;4311;4311;Nordiska museet/Vasamuseet;59,3290353435;18,0957586524;A;TRAMSTN;7446031;Stockholm Nordiska museet/Vasa;59,3292910192;18,0955124666;0,0143311981
4312;4313;4313;Liljevalchs/Gröna Lund;59,3254754954;18,0969951282;A;TRAMSTN;7418282;Stockholm Liljevalc Gröna Lund;59,3252483907;18,0971381914;0,0084925569
4315;4315;4315;Skansen;59,323749773;18,101675727;A;TRAMSTN;7418281;Stockholm Skansen;59,324006078;18,1013945234;0,0162610699
4317;4317;4317;Djurgårdsskolan;59,3232384986;18,1046984794;A;TRAMSTN;7446066;Stockholm Djurgårdsskolan;59,3232520094;18,1049455869;0,0135931205
4318;4318;4318;Bellmansro;59,3240062172;18,1105486854;A;TRAMSTN;7446067;Stockholm Bellmansro;59,3240064346;18,1105313393;0,000954035
4319;4319;4319;Waldemarsudde;59,3226443696;18,1113876858;A;TRAMSTN;7418280;Stockholm Waldemarsudde;59,3226445871;18,1113703404;0,0009539962
4320;4320;4320;Skansenslingan;59,3240142128;18,1014475743;A;TRAMSTN;7418281;Stockholm Skansen;59,324006078;18,1013945234;0,0029186009
4412;4411;4412;Alléparken;59,3287730955;17,9740669094;A1;TRAMSTN;7424814;Äppelviken Alléparken Spårv;59,3291121975;17,9736494084;0,0243539336
4421;4421;4422;Klövervägen;59,3251404888;17,9738179242;A1;TRAMSTN;7424815;Äppelviken Klövervägen;59,325004968;17,9738622131;0,0026581133
4432;4431;4432;Smedslätten;59,3209278924;17,9641505543;A1;TRAMSTN;7424816;Smedslätten Spårv;59,3208974005;17,9643596505;0,0115115409
4442;4441;4442;Ålstensgatan;59,3233858071;17,9561541083;A1;TRAMSTN;7424817;Ålsten Ålstensgatan Spårv;59,3234432924;17,956474202;0,017645143
4452;4451;4452;Ålstens gård;59,320527764;17,9519504845;A1;TRAMSTN;7401167;Ålsten Ålstens gård Spårv;59,3206063801;17,9520786268;0,0071226076
4462;4461;4462;Höglandstorget;59,3234318836;17,9396943455;A1;TRAMSTN;7424818;Höglandstorget Spårv;59,3233186859;17,9400212782;0,018136347
4472;4471;4472;Olovslund;59,3279242423;17,9351437575;A1;TRAMSTN;7424819;Olovslund Spårv;59,3279047748;17,9352306078;0,0047813509
4482;4481;4482;Nockeby torg;59,3290468876;17,9279741844;A1;TRAMSTN;7424820;Nockeby torg Spårv;59,3289875412;17,928304567;0,0182136591
4492;4491;4492;Nockeby;59,328756507;17,9187658316;A1;TRAMSTN;7401181;Nockeby Spårv;59,3286406523;17,9187061316;0,0034459072
4501;4501;4502;Gullmarsplan;59,2994195431;18,0803710144;A2;TRAMSTN;7421705;Gullmarsplan T-bana;59,2991161051;18,0807723524;0,0231876907
4504;4503;4504;Globen;59,2942145094;18,0770918554;A2;TRAMSTN;7421706;Globen T-bana;59,2942798487;18,0779741825;0,0485796496
4505;4505;4506;Linde;59,2932950921;18,0638645512;A2;TRAMSTN;7424918;Årsta Linde Spårv;59,2932630727;18,0636344288;0,0126691372
4507;4507;4508;Valla torg;59,2951049039;18,0479913732;A2;TRAMSTN;7424684;Årsta Valla Torg Spårv;59,2950165353;18,0484246546;0,0239249695
4510;4509;4510;Årstafältet;59,2963428968;18,0402252504;A2;TRAMSTN;7424919;Årsta Årstafältet Spårv;59,2963425578;18,039716311;0,0279916713
4512;4511;4512;Årstaberg;59,2990234698;18,0299894758;A2;TRAMSTN;7424920;Årstaberg station;59,2992347591;18,0302317264;0,013863965
4514;4513;4514;Årstadal;59,3057075455;18,0255966819;A2;TRAMSTN;7424921;Årsta Årstadal Spårv;59,306498293;18,0255606188;0,0095493812
4515;4515;4516;Liljeholmen;59,3106152353;18,0247925091;A2;TRAMSTN;7404046;Liljeholmen T-bana;59,3107063086;18,0231301287;0,0915312839
4517;4517;4518;Trekanten;59,3142002243;18,0178068315;A2;TRAMSTN;7424922;Liljeholmen Trekanten Spårv;59,3140694887;18,0180971551;0,0161746132
4519;4519;4520;Gröndal;59,3159045506;18,011558647;A2;TRAMSTN;7424923;Gröndal Spårv;59,3152837313;18,0089716131;0,1469504041
4521;4521;4522;Stora Essingen;59,3248825766;17,9924789378;A;TRAMSTN;7424924;Stockholm Stora Essingen;59,3247752717;17,992981798;0,0277966363
4523;4523;4524;Alviks strand;59,3290095017;17,9819720705;A1;TRAMSTN;7424925;Alvik Strand Spårv;59,3289008886;17,9820180523;0,0026717431
4525;4525;4526;Alvik;59,3337079271;17,9802338593;A1;TRAMSTN;7420755;Alvik T-bana;59,3336354879;17,9802645895;0,0017536534
4528;4527;4528;Mårtensdal;59,3027718329;18,0884264586;A2;TRAMSTN;7424928;Stockholm Mårtensdal;59,3026875774;18,088104949;0,0177689276
4530;4529;4530;Luma;59,3041413748;18,0963501807;A2;TRAMSTN;7424929;Stockholm Luma;59,3041765168;18,0958786212;0,0259507158
4531;4531;4532;Sickla kaj;59,3026597261;18,1034851494;A2;TRAMSTN;7424926;Stockholm Sickla Kaj;59,3027740689;18,1036159902;0,007354442
4534;4533;4534;Sickla udde;59,3062129768;18,1092391801;A2;TRAMSTN;7424927;Stockholm Sickla Udde;59,3062481656;18,1087676065;0,0259515346
5014;5011;5014;Stockholms central;59,3293653842;18,0577521317;A;RAILWSTN;7400001;Stockholm Centralstation;59,3299583243;18,057211654;0,0339803655
5022;5021;5022;Karlberg;59,3395209941;18,0295431039;A;RAILWSTN;7400712;Karlberg station;59,339729585;18,0299436755;0,0225579126
5031;5031;5032;Solna;59,3651107084;18,0101252346;A1;RAILWSTN;7400759;Solna station;59,3651031307;18,0100369956;0,0048538402
5042;5041;5042;Ulriksdal;59,3799092285;18,0010717829;A1;RAILWSTN;7400781;Ulriksdal station;59,3807488587;18,0002638913;0,0529642788
5051;5051;5052;Helenelund;59,4094211372;17,9619929162;B1;RAILWSTN;7400701;Helenelund station;59,4096352032;17,961531147;0,0259517787
5061;5061;5062;Sollentuna;59,4280188336;17,9488300076;B1;RAILWSTN;7400758;Sollentuna station;59,4288488893;17,9480367341;0,0519668519
5071;5071;5072;Häggvik;59,4435578354;17,9331684894;B1;RAILWSTN;7400703;Häggvik station;59,4443715785;17,9322676632;0,0575577964
5081;5081;5082;Norrviken;59,4580196492;17,9245695308;B1;RAILWSTN;7400718;Norrviken station;59,4582214734;17,9243001411;0,0153093034
5092;5091;5092;Rotebro;59,4765606376;17,91409993;B1;RAILWSTN;7400623;Rotebro station;59,4764040688;17,9143374664;0,0133611207
5102;5101;5104;Upplands Väsby;59,5216012483;17,8995214436;B1;RAILWSTN;7400782;Upplands Väsby station;59,521850911;17,8996254943;0,0064769997
5111;5111;5112;Rosersberg;59,58303819;17,8802340415;C1;RAILWSTN;7400739;Rosersberg station;59,5833761615;17,879865561;0,0216485446
5122;5121;5122;Märsta;59,6277072721;17,8609530269;C1;RAILWSTN;7400027;Märsta station;59,6281815818;17,8616204365;0,0394296631
5134;5131;5134;Stockholms södra;59,3136148941;18,0618920973;A;RAILWSTN;7446170;Fatbursgatan;59,3144146152;18,0618574676;0,0096432328
5136;5135;5136;Årstaberg;59,3000263196;18,0291068162;A2;RAILWSTN;7424920;Årstaberg station;59,2992347591;18,0302317264;0,0694515335
5142;5141;5144;Älvsjö;59,2785858645;18,0104250818;A2;RAILWSTN;7400789;Älvsjö station;59,278736545;18,0110667201;0,0355648299
5151;5151;5152;Stuvsta;59,2532754354;17,9958502364;B2;RAILWSTN;7400772;Stuvsta station;59,2532232903;17,995741898;0,005991515
5162;5161;5162;Huddinge;59,2373789648;17,9804599896;B2;RAILWSTN;7400702;Huddinge station;59,2372744482;17,9802607651;0,0110895277
5172;5171;5172;Flemingsberg;59,219011326;17,9471495938;B2;RAILWSTN;7400031;Flemingsberg station;59,2179578209;17,9456825844;0,0941149845
5181;5181;5182;Tullinge;59,2054130251;17,9038219185;B2;RAILWSTN;7445541;Tullinge station södra;59,2052690569;17,9043910775;0,0315545405
5191;5191;5194;Tumba;59,1996766395;17,8364240103;B2;RAILWSTN;7400776;Tumba station;59,1997334184;17,8356573531;0,0422051584
5201;5201;5202;Rönninge;59,1935949554;17,7514584179;B2;RAILWSTN;7400748;Rönninge station;59,1936072616;17,7494291177;0,1116133436
5212;5211;5212;Östertälje;59,1837859792;17,6614410184;C2;RAILWSTN;7400791;Östertälje station;59,1844077201;17,6600227049;0,08268464
5223;5221;5224;Södertälje hamn;59,17896292;17,6463798486;C2;RAILWSTN;7400049;Södertälje hamn station;59,1793017876;17,646538223;0,0101000535
5231;5231;5234;Södertälje centrum;59,1921354249;17,6272251693;C2;RAILWSTN;7400721;Södertälje centrum station;59,1924637209;17,6268578354;0,0215074792
5242;5241;5242;Södertälje syd;59,1624163595;17,64372491;C2;RAILWSTN;7400055;Södertälje Syd station;59,1624109699;17,6453684499;0,0903950468
5252;5251;5252;Järna;59,0934767997;17,5672341883;C2;RAILWSTN;7400709;Järna station;59,0933687988;17,567246308;0,0008077194
5261;5261;5262;Mölnbo;59,0483368617;17,4227221016;C2;RAILWSTN;7400715;Mölnbo station;59,0475404655;17,418171578;0,2579531878
5271;5271;5271;Gnesta;59,0485518947;17,3147416453;;RAILWSTN;7400694;Gnesta station;59,0487132707;17,3116644988;0,1695581655
6032;6031;6032;Sundbyberg;59,3612126882;17,9705074998;A1;RAILWSTN;7400773;Sundbyberg station;59,3610348713;17,9709361123;0,0239562804
6041;6041;6042;Spånga;59,3833779944;17,8987373956;A1;RAILWSTN;7400764;Spånga station;59,3832694098;17,8987837137;0,00269016
6051;6051;6052;Barkarby;59,4035638037;17,8688290028;B1;RAILWSTN;7400383;Barkarby station;59,4035625988;17,8688995815;0,0038818449
6061;6061;6062;Jakobsberg;59,4230209231;17,833344211;B1;RAILWSTN;7400705;Jakobsberg station;59,4234139546;17,832892163;0,0267317699
6072;6071;6072;Kallhäll;59,4528890614;17,8063148573;B1;RAILWSTN;7400710;Kallhäll station;59,4532387653;17,8057537319;0,0323416373
6082;6081;6082;Kungsängen;59,4775954598;17,7518468197;C1;RAILWSTN;7400284;Kungsängen station;59,4778819636;17,7524988613;0,0368555139
6091;6091;6092;Bro;59,5119100987;17,6343994076;C1;RAILWSTN;7400687;Bro station;59,5114220004;17,6359101142;0,0859715679
6101;6101;6101;Bålsta;59,5674728522;17,5363217562;;RAILWSTN;7407890;Bålsta Talltorpsskolan;59,5661818788;17,5341324428;0,1405782504
6121;6121;6122;Farsta strand;59,2366566117;18,1019351226;A2;RAILWSTN;7400692;Farsta Strand station;59,2365355804;18,1016643101;0,0150719336
6132;6131;6132;Trångsund;59,2276182962;18,130991068;B2;RAILWSTN;7400774;Trångsund station;59,2280029337;18,129563172;0,0803244253
6142;6141;6142;Skogås;59,218408896;18,1542396803;B2;RAILWSTN;7400757;Skogås station;59,2181743408;18,1542938397;0,0036444635
6152;6151;6152;Handen;59,1681595515;18,1350336655;B2;RAILWSTN;7400699;Handen station;59,1675679066;18,1344689196;0,0352965516
6161;6161;6162;Jordbro;59,1422989932;18,1263552539;B2;RAILWSTN;7400706;Jordbro station;59,1415006955;18,1257945897;0,0385476117
6172;6171;6173;Västerhaninge;59,1229242897;18,1028607487;B2;RAILWSTN;7400787;Västerhaninge station;59,1229195488;18,1026160938;0,0134562886
6181;6181;6181;Krigslida;59,1096005233;18,0674143798;B2;RAILWSTN;7430026;Krigslida station;59,1096168501;18,0675029671;0,0048755276
6192;6191;6192;Tungelsta;59,1024787888;18,0451765239;B2;RAILWSTN;7400777;Tungelsta station;59,1024213217;18,0448587618;0,0175168759
6201;6201;6202;Hemfosa;59,0689014111;17,9765618667;B2;RAILWSTN;7430017;Hemfosa station;59,0688770308;17,9764035809;0,0087129095
6212;6211;6212;Segersäng;59,028443416;17,9263186909;C2;RAILWSTN;7430043;Segersäng station;59,0290866586;17,9265152735;0,0158185546
6221;6221;6222;Ösmo;58,9845495202;17,9026228274;C2;RAILWSTN;7400790;Ösmo station;58,9846940889;17,902562235;0,0035854735
