gtfsid,scbid,zip,city
7400984,1460,66010,Dals Långed
7400985,1490,51630,Dalsjöfors
7400986,1439,45831,Färgelanda
7400987,1460,66693,Gustavsfors
7400989,1461,46472,Håverud
7400995,1462,46330,Lilla Edet
7400996,1452,51444,Länghem
7400997,1462,46371,Lödöse
7400998,0980,62350,Hemse
7400999,1488,46020,Sjuntorp
7401000,0861,38430,Blomstermåla
7401002,1291,27294,Baskemölla
7401003,0380,74012,Knutby
7401004,0840,38065,Degerhamn
7401005,0680,56034,Visingsö
7401006,1264,27456,Abbekås
7401007,0125,17892,Adelsö
7401008,0380,74010,Almunge Kyrkby
7401009,0509,59993,Ödeshög
7401010,1290,29037,Arkelstorp
7401011,1441,44330,Lerum
7401012,1441,44351,Lerum
7401013,0884,59840,Vimmerby
7401014,2084,77430,Avesta
7401015,1081,37011,Backaryd
7401016,0561,59732,Åtvidaberg
7401017,2180,81740,Bergby
7401018,0580,59077,Vreta Kloster
7401020,0188,76042,Björkö
7401021,0188,76017,Blidö
7401022,1471,53393,Källby
7401023,0180,16574,Stockholm
7401024,0683,33015,Bor
7401025,0584,59293,Borghamn
7401026,1291,27630,Borrby
7401027,0680,56025,Bottnaryd
7401028,0643,56693,Brandstorp
7401029,1737,68060,Sysslebäck
7401030,0665,56792,Vaggeryd
7401034,2321,83001,Hallen
7401035,1283,25374,Bårslöv
7401036,0136,13770,Dalarö
7401037,0980,62256,Dalhem
7401038,0162,18264,Djursholm
7401039,0120,13975,Djurhamn
7401040,2282,87033,Docksta
7401041,0125,17893,Drottningholm
7401042,0188,76031,Edsbro
7401043,0665,56792,Vaggeryd
7401044,1380,31031,Eldsberga
7401045,2080,79026,Enviken
7401047,1382,31062,Fegen
7401048,1494,53170,Filsbäck
7401049,0381,74083,Fjärdhundra
7401050,0583,59030,Borensberg
7401051,1471,53394,Hällekis
7401052,0160,18352,Näsbypark
7401053,0128,14442,Rönninge
7401054,1494,53154,Lidköping
7401055,2463,91993,Fredrika
7401057,2034,79498,Fryksås
7401058,0980,62355,Klintehamn
7401059,0760,36077,Fröseke
7401060,0188,76019,Furusund
7401061,2180,81491,Furuvik
7401062,1080,37045,Fågelmara
7401063,0125,17998,Färentuna
7401064,0980,62367,Katthammarsvik
7401065,0980,62363,Ljugarn
7401067,1880,70385,Glanshammar
7401068,1256,28064,Glimåkra
7401069,2505,93081,Glommersträsk
7401070,1282,26162,Glumslöv
7401071,2404,92295,Granö
7401072,0840,38065,Degerhamn
7401073,1380,31031,Eldsberga
7401075,1081,37253,Kallinge
7401076,2321,83001,Hallen
7401077,1256,28950,Hanaskog
7401078,0382,74250,Hargshamn
7401079,1493,54272,Hasslerör
7401080,0980,62341,Havdhem
7401081,2518,95795,Hedenäset
7401082,0120,13930,Hemmesta
7401083,1283,25285,Hittarp
7401084,0680,55628,Hovslätt
7401085,0381,74571,Hummelsta
7401086,0683,33192,Hörle
7401088,1256,28063,Sibbhult
7401089,2281,86040,Indal
7401090,0120,13460,Ingarö
7401091,0980,62454,Lärbro
7401092,0380,74021,Järlåsa
7401093,0860,57081,Järnforsen
7401095,2505,93082,Abborrträsk
7401096,0181,15592,Nykvarn
7401097,1287,23170,Anderslöv
7401098,1287,23176,Beddingestrand
7401100,2481,92041,Björksele
7401101,0483,64020,Björkvik
7401102,2361,84092,Vemdalen
7401103,0883,59493,Gamleby
7401104,1485,45196,Uddevalla
7401105,0180,16867,Stockholm
7401106,0115,18670,Brottby
7401107,0980,62434,Slite
7401109,1480,43082,Gothenburg
7401110,0181,15023,Enhörna
7401111,1880,70510,Ekeby-Almby
7401113,2039,79691,Evertsberg
7401114,2023,78068,Transtrand
7401115,0382,74294,Forsmark
7401116,0380,75597,Funbo
7401117,2422,92073,Gargnäs
7401118,2062,79290,Sollerön
7401120,0188,76295,Rimbo
7401121,2085,77013,Grangärde
7401122,0382,74297,Gräsö
7401123,1421,47471,Gullholmen
7401124,1884,71372,Gyttorp
7401125,0136,13796,Gålö
7401127,1984,73297,Götlunda
7401128,0980,62342,Havdhem
7401129,1484,45492,Brastad
7401131,0980,62375,Klintehamn
7401132,0188,76049,Herräng
7401133,1470,53592,Kvänum
7401134,2321,83005,Järpen
7401135,0980,62455,Lärbro
7401136,0188,76015,Gräddö
7401137,0115,18670,Brottby
7401138,0980,62369,Katthammarsvik
7401139,0680,56146,Huskvarna
7401140,2421,92341,Stensele
7401142,0882,57091,Kristdala
7401143,0980,62370,Katthammarsvik
7401144,1384,43495,Kungsbacka
7401145,0685,57016,Kvillsfors
7401146,1470,53530,Kvänum
7401147,2313,83080,Hoting
7401148,2510,96205,Kåbdalis
7401149,1286,27646,Löderup
7401150,0182,13336,Saltsjöbaden
7401151,2181,81195,Järbo
7401152,0582,61498,Sankt Anna
7401153,0160,18774,Täby Kyrkby
7401154,0115,18694,Lindholmen
7401155,0980,62141,Visby
7401156,2401,91490,Nordmaling
7401157,2361,84095,Funäsdalen
7401158,1814,71694,Mullhyttan
7401159,0305,74695,Skokloster
7401160,2023,78067,Sälen
7401161,0980,62467,Fårö
7401162,0885,38074,Löttorp
7401163,2031,79070,Furudal
7401164,0562,61291,Finspång
7401167,0180,16766,Stockholm
7401168,0160,18766,Arninge
7401169,0182,13241,Saltsjö Boo
7401170,0114,19468,Bollstanäs
7401171,0136,13660,Handen
7401173,0163,19252,Edsberg
7401174,0180,11527,Stockholm
7401175,0192,14871,Sorunda
7401176,0139,19638,Kungsängen
7401177,0160,18765,Gribbylund
7401178,0126,14152,Flemingsberg
7401179,0184,17176,Stockholm
7401180,0182,13246,Saltsjö Boo
7401181,0180,16776,Stockholm
7401182,0192,14897,Sorunda
7401183,1496,54178,Värsås
7401184,0181,15393,Mörkö
7401186,0181,15139,Pershagen
7401187,0123,17567,Skälby
7401188,0180,12866,Stockholm
7401189,0380,75597,Gunsta
7401190,0380,74372,Läby
7401191,0382,74296,Gräsö
7401192,0382,74297,Gräsö
7401194,0980,62467,Fårö
7401197,1290,29010,Tollarp
7401198,1286,27171,Nybrostrand
7401199,1282,26013,Sankt Ibb
7401200,1486,45204,Nord-Koster
7401202,1480,43080,Gothenburg
7401203,1480,43085,Gothenburg
7401204,1480,43081,Gothenburg
7401205,1480,42340,Gothenburg
7401206,1480,42676,Gothenburg
7401208,1494,53199,Otterstad
7401209,1766,68635,Sunne
7401210,1907,73060,Surahammar
7401213,1480,43084,Gothenburg
7401214,2506,93093,Laisvall
7401215,2523,98299,Gällivare
7401216,2305,84064,Kälarne
7401218,1421,47404,Käringön
7401219,0885,38750,Köpingsvik
7401221,2506,93093,Laisvall
7401222,0685,57012,Landsbro
7401223,2513,95698,Lansjärv
7401225,0680,56028,Lekeryd
7401226,2281,86041,Liden
7401228,1290,29011,Linderöd
7401230,1480,41266,Gothenburg
7401231,1233,23641,Höllviken
7401232,0117,18495,Ljusterö
7401233,1494,53196,Lovene
7401234,1270,27396,Lunnarp
7401235,0862,36195,Långasjö
7401236,1737,68065,Höljes
7401237,0380,74011,Länna
7401238,1286,27176,Löderup
7401239,1265,27375,Lövestad
7401240,0583,59197,Medevi
7401242,1381,31260,Mellbystrand
7401243,2361,84095,Funäsdalen
7401246,2505,93086,Moskosel
7401247,0125,17892,Munsö
7401248,0136,14895,Muskö
7401249,1419,44448,Myggenäs
7401250,0685,57013,Myresjö
7401251,2326,83024,Oviken
7401252,1490,51677,Målsryd
7401253,0360,81569,Månkarbo
7401254,0680,56250,Månsarp
7401255,1283,26034,Mörarp
7401256,2584,98010,Vittangi
7401257,1083,29495,Nogersund
7401258,2282,87030,Nordingrå
7401259,0382,74293,Norrskedika
7401260,2313,83081,Norråker
7401261,1441,44163,Alingsås
7401262,1882,69673,Aspabruk
7401264,2081,78477,Ornäs
7401265,0180,11628,Stockholm
7401266,2321,83010,Undersåker
7401267,2062,79294,Oxberg
7401268,1782,68240,Persberg
7401269,0685,57474,Ramkvilla
7401270,1283,25231,Helsingborg
7401271,1885,71198,Ramsberg
7401272,1737,68060,Sysslebäck
7401273,1762,68493,Ransäter
7401275,0187,18594,Resarö
7401276,0187,18541,Rindö Smedja
7401277,0680,55305,Jonkoping
7401278,2581,94534,Rosvik
7401279,0781,34176,Ryssby
7401280,1471,53394,Hällekis
7401282,0188,76296,Rimbo
7401283,2081,78199,Idkerberget
7401284,2309,83051,Offerdal
7401285,2023,78064,Lima
7401286,0684,57001,Rörvik
7401287,1214,26024,Röstånga
7401288,0582,61498,Sankt Anna
7401290,1380,30244,Halmstad
7401291,2462,91088,Saxnäs
7401292,0126,14172,Segeltorp
7401293,1256,28063,Sibbhult
7401294,0188,76045,Grisslehamn
7401297,1780,65672,Skattkärr
7401298,2034,79495,Skattungbyn
7401299,0188,76303,Skebobruk
7401300,0840,38693,Färjestaden
7401301,0761,36053,Skruv
7401302,1270,27392,Skåne-Tranås
7401303,0117,18452,Österskär
7401305,0360,81065,Skärplinge
7401307,1270,27398,Smedstorp
7401308,2284,89598,Solberg
7401309,0120,13040,Djurhamn
7401310,1380,31392,Oskarström
7401311,0980,62344,Klintehamn
7401312,0120,13037,Stavsnäs
7401313,0125,17960,Stenhamra
7401314,1380,31042,Haverdal
7401315,1441,44361,Stenkullen
7401316,0980,62442,Tingstäde
7401318,0684,57002,Stockaryd
7401319,1880,71572,Stora Mellösa
7401320,0192,14860,Stora Vika
7401321,2326,84034,Storsjö Kapell
7401322,1885,71177,Stråssa
7401323,0581,61833,Kolmården
7401324,0980,62360,Stånga
7401325,0117,18491,Åkersberga
7401326,2085,77012,Sunnansjö
7401327,2584,98020,Svappavaara
7401328,1862,69373,Svartå
7401329,2080,79022,Sågmyra
7401330,1480,41673,Gothenburg
7401331,0188,76174,Norrtälje
7401332,2305,84067,Sörbygden
7401333,1980,72475,Dingtuna
7401334,1293,28010,Sösdala
7401335,2161,82050,Tandsjöborg
7401336,0580,58254,Linkoping
7401337,1435,45731,Tanumshede
7401338,2480,92263,Tavelsjö
7401339,0140,15593,Nykvarn
7401340,0139,19635,Kungsängen
7401341,0861,38052,Timmernabben
7401342,0980,62444,Tingstäde
7401344,1082,37496,Trensum
7401345,0360,74896,Tobo
7401346,1278,26093,Torekov
7401347,0764,34037,Torpsbruk
7401348,1493,54893,Lyrestad
7401349,0192,14992,Nynäshamn
7401350,2023,78068,Transtrand
7401351,0138,13550,Trollbäcken
7401352,1471,53394,Hällekis
7401353,0125,17838,Träkvista
7401354,2460,91191,Tväråbäck
7401355,2404,92294,Tvärålund
7401356,1380,30273,Tylösand
7401357,0138,13569,Brevik
7401358,0683,33197,Tånnö
7401360,1765,67010,Töcksfors
7401361,1783,68340,Uddeholm
7401362,1382,31050,Slöinge
7401363,2523,98042,Ullatti
7401365,0980,62458,Lärbro
7401366,2182,82021,Vallvik
7401367,2309,83067,Valsjöbyn
7401368,0980,62331,Burgsvik
7401369,1885,71172,Vedevåg
7401370,2361,84092,Vemdalen
7401371,0136,13671,Handen
7401373,1382,31058,Vessigebro
7401374,2560,94295,Vidsel
7401376,2280,87194,Viksjö
7401377,1060,29062,Vilshult
7401378,2481,92042,Vindelgransele
7401379,1490,51840,Sjömarken
7401380,0862,36060,Vissefjärda
7401381,1861,69450,Vretstorp
7401382,1480,43083,Gothenburg
7401383,0127,14771,Grödinge
7401385,2460,91136,Vännäsby
7401386,0180,11541,Stockholm
7401387,1489,44160,Västra Bodarna
7401388,0582,60596,Norrköping
7401389,0188,76021,Vätö
7401390,0188,76018,Yxlan
7401391,1882,69676,Zinkgruvan
7401392,1882,69675,Åmmeberg
7401394,0136,13691,Årsta Havsbad
7401395,1419,47144,Åstol
7401396,0188,76040,Väddö
7401397,2039,79090,Särna
7401398,1493,54295,Mariestad
7401399,1382,31061,Ätran
7401400,1880,71840,Dyltabruk
7401401,1290,29173,Önnestad
7401402,1861,69472,Östansjö
7401403,2181,81020,Österfärnebo
7401404,2283,88295,Graninge Bruk
7401405,1471,53397,Österäng
7401406,0582,61496,Östra Ryd
7401408,2584,98014,Övre Soppero
7401410,1737,68534,Torsby
7401411,1737,68592,Torsby
7401412,1737,68697,Lysvik
7401413,1766,68692,Sunne
7401414,1766,68692,Gunnarsby
7401415,1766,68692,Sunne
7401417,1766,68694,Rottneros
7401419,1715,66592,Kil
7401420,1715,66592,Kil
7401422,1715,66593,Kil
7401423,1784,67194,Brunskog
7401424,1730,67040,Åmotfors
7401425,1730,67392,Charlottenberg
7401426,1490,50630,Borås
7401428,0484,63370,Hållsta
7401429,0484,63518,Husby-Rekarne
7401432,2584,98194,Riksgränsen
7401440,1495,53274,Ardala
7401443,0682,57135,Nässjö
7401444,1460,66010,Dals Långed
7401446,2031,79070,Furudal
7401447,1491,52025,Dalum
7401448,1480,42491,Gothenburg
7401449,1498,52293,Ekedalen
7401450,1293,28022,Vittsjö
7401451,1292,26274,Ängelholm
7401452,1472,54395,Fagersanna
7401453,1492,66295,Fengersfors
7401455,0763,36010,Ryd
7401456,1487,46064,Frändefors
7401457,1380,30270,Frösakull
7401459,2062,79298,Garsås
7401460,1281,24013,Genarp
7401462,0561,58595,Linköping
7401463,1278,26962,Grevie
7401465,2082,78350,Gustafs
7401466,1435,45070,Hamburgsund
7401467,1382,31196,Heberg
7401468,1430,45054,Hedekas
7401469,1480,42432,Gothenburg
7401470,1278,26901,Båstad
7401471,1285,24194,Hurva
7401472,0509,59993,Hästholmen
7401473,1293,28294,Hörja
7401474,1496,54177,Igelstorp
7401475,1382,31058,Vessigebro
7401477,0763,36240,Konga
7401478,0763,36024,Linneryd
7401479,1380,30578,Kvibille
7401481,0781,34010,Lidhult
7401482,0763,36024,Linneryd
7401484,2083,77070,Långshyttan
7401485,1382,31193,Långås
7401486,1280,21449,Malmo
7401487,1285,24030,Marieholm
7401489,0780,36044,Ingelstad
7401490,1292,26631,Munka-Ljungby
7401492,0188,76194,Norrtälje
7401493,1381,31295,Ränneslöv
7401494,0763,36023,Älmeboda
7401495,1293,28293,Röke
7401496,1441,44345,Sjövik
7401497,1380,31042,Haverdal
7401498,1382,31133,Skogstorp
7401499,2282,87293,Lunde
7401500,1480,42490,Gothenburg
7401501,1439,45894,Stigen
7401502,2083,77071,Stjärnsund
7401503,1293,28144,Stoby
7401504,1491,52372,Timmele
7401505,1496,54016,Timmersdala
7401506,1491,52026,Trädet
7401507,1492,66298,Tösse
7401508,0136,13791,Västerhaninge
7401509,1461,46440,Åsensbruk
7401510,1272,29477,Sölvesborg
7401511,1381,31250,Vallberga
7401512,2031,79570,Vikarbyn
7401514,1265,27033,Vollsjö
7401515,1290,29038,Villands Vånga
7401516,1381,31275,Våxtorp
7401517,0586,59021,Väderstad
7401518,1278,26974,Västra Karup
7401519,2039,79690,Åsen
7401520,1461,46440,Åsensbruk
7401522,1473,54572,Älgarås
7401524,1384,43992,Onsala
7401525,1292,26691,Munka-Ljungby
7401526,1256,28060,Broby
7401527,1290,29194,Österslöv
7401528,1276,26471,Östra Ljungby
7401533,1863,71291,Bredsjö
7401537,1080,37141,Karlskrona
7401539,1281,22591,Lund
7401541,0180,11122,Stockholm
7401542,1283,25466,Helsingborg
7401543,1283,26035,Ödåkra
7401544,1283,26038,Kattarp
7401545,0581,61830,Kolmården
7401546,1280,21586,Bunkeflostrand
7401547,1282,26171,Landskrona
7401549,2580,95599,Råneå
7401552,2326,84040,Svenstavik
7401553,1280,21579,Malmo
7401554,1282,26151,Landskrona
7401555,1283,25373,Gantofta
7401556,1214,26022,Tågarp
7401557,1283,25730,Rydebäck
7401558,1282,26162,Glumslöv
7401559,2182,82020,Ljusne
7401560,2184,82531,Iggesund
7401563,2104,81340,Torsåker
7401564,1440,44632,Älvängen
7401567,1885,71176,Storå
7401568,2084,77430,Avesta
7401569,2284,89141,Örnsköldsvik
7401570,2284,89131,Örnsköldsvik
7401573,0360,81593,Mehedeby
7401578,0319,81494,Färjbäcken
7401579,1382,31138,Falkenberg
7401581,2480,90333,Umea
7401582,2480,91020,Hörnefors
7401583,2401,91432,Nordmaling
7401584,2284,89035,Husum
7401586,1280,21845,Malmo
7401587,1280,21421,Malmo
7401589,2282,87052,Nyland
7401590,1480,41502,Gothenburg
7401591,1462,44691,Alvhem
7401600,1440,44537,Bohus
7401601,1440,44557,Surte
7401602,2584,98140,Kiruna
7402953,2580,97346,Lulea
7403737,1380,30270,Frösakull
7404001,0561,59740,Åtvidaberg
7404003,0512,57395,Tranås
7404005,0980,62254,Romakloster
7404008,0980,62179,Visby
7404009,0980,62176,Visby
7404011,0980,62467,Fårö
7404012,0980,62466,Fårö
7404013,0980,62466,Fårö
7404017,0980,62175,Visby
7404019,0980,62174,Visby
7404021,0980,62376,Klintehamn
7404023,0980,62464,Fårösund
7404027,0561,59792,Åtvidaberg
7404029,0580,58593,Linkoping
7404030,0561,59730,Åtvidaberg
7404033,0580,59041,Rimforsa
7404040,0509,59994,Ödeshög
7404041,0509,59994,Heda
7404044,0428,64395,Läppe
7404046,0180,11761,Stockholm
7404047,0480,61060,Tystberga
7404048,0480,61050,Jönåker
7404050,0687,57392,Gripenberg
7404051,0687,57398,Tranås
7404054,0781,34015,Vittaryd
7404055,0781,34015,Vittaryd
7404056,0781,34015,Vittaryd
7404057,0781,34196,Ljungby
7404058,0781,34193,Bolmsö
7404060,0682,57165,Grimstorp
7404061,0686,57531,Eksjö
7404064,0686,57592,Hult
7404065,0684,57691,Sävsjö
7404066,0760,57010,Korsberga
7404067,0765,34392,Häradsbäck
7404071,0860,57080,Virserum
7404075,1292,26698,Hjärnarp
7404076,1283,25467,Helsingborg
7404077,1283,25229,Helsingborg
7404078,1292,26692,Munka-Ljungby
7404079,1292,26698,Hjärnarp
7404083,1276,26433,Klippan
7404086,1277,26539,Åstorp
7404087,1292,26292,Ausås
7404089,1283,25466,Helsingborg
7404090,0685,57493,Vetlanda
7404092,1275,28492,Oderljunga
7404093,1275,28492,Häljalt
7404094,1275,28492,Ulvs
7404096,1257,28635,Örkelljunga
7404108,1256,28990,Knislinge
7404112,1290,29194,Kristianstad
7404114,1290,29632,Åhus
7404115,1290,29638,Åhus
7404116,1290,29177,Gärds Köpinge
7404117,1290,29192,Skepparslöv
7404118,1290,29165,Vä
7404119,1290,29192,Kristianstad
7404120,1290,29192,Djurröd
7404121,1290,29010,Tollarp
7404123,1290,29193,Önnestad
7404124,1293,28192,Hässleholm
7404128,1290,29034,Fjälkinge
7404130,1290,29194,Torsebro
7404137,1273,28072,Killeberg
7404144,1291,27736,Vitaby
7404146,1270,27756,Eljaröd
7404151,1291,27293,Tommarp
7404153,1291,27294,Gladsax
7404154,1291,27297,Gärsnäs
7404156,1291,27295,Simrishamn
7404157,1291,27745,Sankt Olof
7404159,1291,27732,Kivik
7404166,1266,24294,Hörby
7404167,1270,27393,Spjutstorp
7404177,1380,31332,Oskarström
7404178,1380,31330,Oskarström
7404180,1380,31332,Oskarström
7404181,1380,31331,Oskarström
7404182,1495,53237,Skara
7404183,1499,52132,Falköping
7404185,1471,53391,Götene
7404188,1494,53030,Tun
7404189,1444,46794,Grästorp
7404190,1444,46791,Grästorp
7404191,1444,46740,Grästorp
7404192,1444,46792,Grästorp
7404197,1487,46830,Vargön
7404199,1444,46796,Grästorp
7404201,1445,46591,Nossebro
7404202,1445,46598,Nossebro
7404211,1494,53199,Lidköping
7404212,1494,53198,Lidköping
7404213,1494,53136,Lidköping
7404214,1470,53592,Kvänum
7404215,1495,53232,Skara
7404216,1496,54130,Skövde
7404218,1493,54294,Mariestad
7404220,1466,52442,Ljung
7404221,1496,54193,Skövde
7404223,1498,52291,Baltak
7404224,1498,52292,Folkabo
7404225,1499,52050,Stenstorp
7404227,1498,52293,Kungslena
7404228,1498,52293,Tidaholm
7404229,1498,52293,Tidaholm
7404230,0643,56691,Furusjö
7404232,0643,56633,Habo
7404234,0680,55321,Jonkoping
7404235,0642,56532,Mullsjö
7404236,0642,56531,Mullsjö
7404237,0642,56532,Mullsjö
7404239,1499,52195,Kättilstorp
7404240,1499,52195,Kättilstorp
7404241,1498,52191,Falköping
7404242,1499,52191,Falköping
7404243,1499,52197,Vartofta
7404244,1499,52192,Falköping
7404245,1472,54393,Tibro
7404246,0643,56692,Baskarp
7404247,0643,56692,Fagerhult
7404248,1473,54593,Töreboda
7404255,1446,54631,Karlsborg
7404256,1473,54590,Töreboda
7404258,1493,54291,Mariestad
7404259,1447,54891,Hova
7404260,1493,54295,Lugnås
7404261,1493,54294,Mariestad
7404262,1493,54294,Mariestad
7404263,1493,54295,Mariestad
7404266,1882,69693,Aspabruk
7404268,1880,71894,Ervalla
7404269,1864,71492,Kopparberg
7404270,1883,69152,Karlskoga
7404271,1860,69531,Laxå
7404274,1882,69694,Hammar
7404277,1881,69292,Kvarntorp
7404293,0764,34292,Härlöv
7404296,1283,26030,Vallåkra
7404298,1284,26352,Lerberget
7404299,1284,26353,Lerberget
7404302,1785,66195,Värmlands Nysäter
7404303,1730,67193,Arvika
7404304,1765,67292,Trättlanda
7404306,1765,67010,Töcksfors
7404308,1730,67332,Charlottenberg
7404309,1764,67195,Klässbol
7404310,1764,66491,Grums
7404311,1763,66733,Forshaga
7404313,1763,66931,Deje
7404314,1763,66791,Forshaga
7404316,1785,66191,Säffle
7404317,1766,68693,Sunne
7404318,1737,68591,Torsby
7404319,1715,66533,Kil
7404320,1715,66592,Kil
7404321,1737,68052,Ambjörby
7404323,1737,68060,Sysslebäck
7404324,1782,68391,Hagfors
7404326,1760,68892,Storfors
7404327,1760,69191,Karlskoga
7404328,1883,69191,Karlskoga
7404330,1780,65343,Karlstad
7404332,1781,68192,Nybble
7404334,1907,73535,Surahammar
7404335,1907,73531,Surahammar
7404339,1980,72593,Vasteras
7404340,1907,73591,Surahammar
7404344,1983,73030,Kolsva
7404345,1272,29538,Bromölla
7404346,1984,73246,Arboga
7404348,1080,37043,Sturkö
7404352,2132,82077,Gnarp
7404357,2182,82692,Söderala
7404358,2181,81195,Järbo
7404361,0662,33027,Hestra
7404363,0581,60591,Ljunga
7404365,2181,81191,Jäderfors
7404383,0180,11120,Stockholm
7404386,0980,62342,Havdhem
7404402,2161,79498,Ljusdal
7404406,2505,93391,Auktsjaur
7404409,2481,92193,Betsele
7404414,2425,91799,Dorotea
7404421,2510,96205,Kåbdalis
7404447,2326,84030,Rätan
7404450,2462,91298,Klimpfjäll
7404451,2506,93091,Slagnäs
7404456,2510,96299,Jokkmokk
7404460,2421,92398,Storuman
7405882,0760,36072,Klavreström
7406000,2182,82023,Bergvik
7406002,2182,82693,Söderhamn
7406003,2182,82693,MO
7406004,2182,82693,Sundbäck
7406005,2182,82693,Söderhamn
7406006,2182,82693,Söderhamn
7406007,2182,82692,Söderala
7406008,2182,82692,Söderala
7406009,2182,82692,Söderala
7406010,2182,82023,Bergvik
7406011,2182,82661,Söderala
7406012,2182,82661,Söderala
7406013,2182,82661,Söderala
7406014,2182,82023,Bergvik
7406015,2182,82692,Söderala
7406016,2182,82692,Söderala
7406017,2182,82026,Marmaverken
7406018,2182,82020,Ljusne
7406019,2182,82693,Söderhamn
7406020,2182,82692,Söderala
7406021,2182,82692,Söderala
7406022,2182,82692,Söderala
7406023,2182,82692,Söderala
7406024,2182,82692,Söderala
7406025,2182,82692,Söderala
7406026,2182,82023,Bergvik
7406027,2182,82692,Söderala
7406028,2182,82023,Bergvik
7406029,2182,82692,Söderala
7406030,2182,82692,Söderala
7406031,2182,82693,Söderhamn
