gtfsid,rt90-x,rt90-y
7413634,6155040.006,1356229.978
7413635,6154450.007,1355219.978
7413636,7271589.982,1579776.96
7413637,6153320.007,1354579.977
7413638,6156390.007,1355469.978
7413639,6160570.008,1355559.98
7413640,6397580.007,1531590.018
7413641,6161590.008,1355159.98
7413642,6162750.008,1355029.98
7413643,6160180.008,1355499.979
7413645,6147940.005,1357179.976
7413646,7094859.943,1682079.979
7413647,7088723.942,1687594.979
7413648,7085559.942,1689559.979
7413649,7087831.942,1694164.98
7413650,7082713.941,1693958.979
7413651,7225190.954,1743713.007
7413652,7114041.943,1701007.983
7413654,7127099.945,1698299.984
7413655,7116953.946,1666989.979
7413656,7117713.946,1670375.98
7413657,7133999.945,1699699.984
7413658,7154124.948,1698227.986
7413659,7160399.95,1691999.986
7413661,7158246.95,1683805.985
7413662,7080573.94,1706381.98
7413663,7147249.948,1691239.985
7413664,7167699.954,1654899.98
7413665,7231291.967,1673895.99
7413666,7223299.965,1670599.988
7413668,7229614.969,1629499.977
7413670,7251274.975,1639914.981
7413671,7245042.973,1651360.984
7413672,7209286.954,1726937
7413673,7225545.95,1760390.011
7413674,7221239.949,1759660.01
7413675,7208501.949,1748238.004
7413676,7206108.949,1747032.004
7413678,7198797.947,1748093.002
7413680,7090163.938,1729739.982
7413681,7078033.939,1713689.98
7413682,7058750.941,1691280.977
7413683,7123620.941,1721592.986
7413684,7053899.941,1677899.977
7413686,7230951.967,1664526.987
7413687,7178951.956,1641291.978
7413688,7182385.957,1648986.98
7413689,7181103.956,1659295.982
7413690,7173267.955,1652017.98
7413692,7140369.949,1653299.979
7413693,7146872.951,1624402.974
7413694,7140309.95,1629232.975
7413695,7137482.95,1621895.974
7413696,7190383.958,1582063.965
7413697,7222169.963,1542907.952
7413698,7218199.962,1538699.951
7413699,7229282.964,1533107.948
7413700,7231110.964,1527708.947
7413701,7235548.967,1545390.951
7413703,7245528.968,1525367.944
7413704,7238412.966,1527842.946
7413705,7238693.965,1521824.944
7413706,7243590.966,1520881.943
7413707,7244961.966,1517688.941
7413709,7273854.968,1479065.923
7413712,7284379.97,1468948.916
7413714,7261721.979,1611438.972
7413716,7258082.978,1606340.97
7413717,7263729.98,1591199.964
7413719,7265737.98,1574663.958
7413720,7260301.978,1577155.96
7413721,7280578.981,1536932.943
7413722,7141435.95,1611084.972
7413723,7133964.949,1615174.973
7413724,7198865.95,1733071.999
7413725,7198105.951,1730121.999
7413726,7223928.962,1699247.996
7413727,7127775.948,1606823.972
7413728,7121022.948,1628458.975
7413729,7117084.947,1624372.974
7413731,7123161.947,1596308.97
7413732,7108013.941,1711063.983
7413733,7131770.948,1582679.968
7413734,7144009.95,1581365.967
7413739,7162570.953,1639831.977
7413744,7185332.956,1566821.962
7413745,7150859.949,1560241.963
7413746,7093197.943,1572391.969
7413747,7169038.95,1536433.957
7413748,7165699.95,1538399.958
7413749,7161366.947,1526714.956
7413750,7177613.952,1535439.956
7413751,7180050.951,1523875.953
7413753,7188174.954,1533639.954
7413754,7198437.955,1527430.951
7413755,7200952.957,1533540.952
7413756,7197359.956,1537459.954
7413757,7176472.949,1515503.951
7413758,7249188.965,1502832.936
7413761,7224659.95,1465051.93
7413762,7213591.95,1479009.936
7413763,7212270.952,1487835.939
7413764,7215233.954,1497284.941
7413765,7114344.943,1545606.964
7413766,6152010.006,1354649.977
7413767,6150500.005,1356579.977
7413768,7094336.941,1700856.981
7413769,7091623.941,1707639.981
7413770,7095948.942,1696775.98
7413771,7104907.943,1691763.981
7413773,7126935.946,1676365.981
7413774,7147480.95,1656611.979
7413775,7179622.957,1622362.974
7413778,6146850.004,1360239.977
7413779,6146300.004,1359469.977
7413781,6146040.004,1358859.976
7413782,7253521.971,1532724.945
7413783,7250429.97,1532490.945
7413784,7258595.971,1520274.94
7413785,7259405.97,1512850.937
7413786,6146010.004,1357569.976
7413787,7294193.974,1471355.915
7413788,7316987.982,1465160.906
7413789,6147010.004,1357469.976
7413792,7260385.973,1529746.943
7413793,7264382.976,1537097.945
7413794,7270690.977,1533232.943
7413795,7295168.978,1485768.92
7413796,7286089.977,1499593.928
7413797,7278354.977,1511328.934
7413798,7294028.972,1463262.912
7413799,7292220.967,1446739.906
7413800,7290762.966,1445250.906
7413801,7305738.973,1449740.903
7413802,7188693.945,1753184.001
7413803,7185011.943,1756990.001
7413804,7174528.939,1766731
7413805,7173874.944,1745229.997
7413806,7170420.944,1742870.996
7413807,7167862.942,1747285.996
7413808,7164453.942,1744885.995
7413809,7168513.944,1741733.995
7413810,7159835.941,1747402.994
7413811,7154457.94,1750794.994
7413812,7151079.941,1745870.993
7413813,7142701.94,1744930.991
7413814,7164235.944,1737329.994
7413815,7192782.948,1738733.999
7413816,6141670.005,1352929.974
7413817,7191572.951,1721477.996
7413818,7196906.953,1715677.995
7413819,7203478.956,1706939.994
7413820,7203877.955,1710472.995
7413821,7187266.946,1742822.999
7413822,7185172.946,1741049.998
7413823,7183743.947,1738264.997
7413824,7177399.945,1741999.997
7413825,7187706.949,1731480.997
7413826,7184277.948,1728885.996
7413827,7176061.947,1729099.995
7413828,7176143.948,1722904.993
7413829,7146540.943,1726874.99
7413830,7180000.953,1690513.988
7413831,7151899.945,1721799.99
7413832,6141940.005,1353499.974
7413833,7123032.943,1712353.985
7413834,7115765.942,1713719.984
7413835,7104693.94,1716881.983
7413836,7185825.95,1721342.995
7413838,7202720.952,1730038.999
7413839,7207231.949,1750258.004
7413840,7203069.949,1742424.002
7413841,7206376.951,1736533.001
7413842,7241199.971,1660599.987
7413843,7212829.955,1721372.999
7413844,7211899.951,1743100.004
7413845,7218222.955,1731336.003
7413846,7215665.955,1727515.001
7413847,7223853.958,1719754.001
7413848,7232603.96,1719915.002
7413849,7111534.943,1701623.982
7413850,7234150.958,1734020.006
7413852,7255493.972,1690467.997
7413853,7243473.968,1689721.996
7413854,7248706.969,1694642.998
7413855,7234746.954,1753503.011
7413856,7235577.956,1745122.009
7413857,7223625.949,1762374.011
7413858,6141800.003,1357739.975
7413859,7206984.958,1694591.992
7413861,7208290.957,1703075.994
7413862,7210589.959,1697849.993
7413863,7215395.961,1690282.992
7413864,7212608.96,1692709.992
7413865,7213505.961,1684881.991
7413866,7214191.962,1672910.988
7413867,7215383.964,1658478.984
7413868,7191080.956,1682950.988
7413870,7191958.957,1671705.985
7413871,7196568.959,1667709.985
7413872,7130799.942,1524599.96
7413873,7209517.962,1668627.986
7413874,7217029.965,1652636.983
7413875,7214473.964,1649516.982
7413876,7208299.962,1654601.983
7413877,7209989.963,1644073.98
7413878,7205699.962,1649915.981
7413880,7193587.959,1646830.98
7413881,7172295.955,1599013.969
7413882,7178071.955,1562730.961
7413883,7171387.953,1559891.961
7413884,7169621.952,1551506.96
7413885,7140721.95,1601781.971
7413887,7097027.943,1678122.979
7413888,7116651.947,1608822.972
7413889,7122691.947,1582767.968
7413890,7120540.944,1554020.965
7413891,7121983.944,1544392.963
7413892,6142280.003,1359259.975
7413893,7120428.943,1541409.963
7413894,7124988.943,1535762.962
7413895,6143780.003,1359199.976
7413896,7136419.943,1523436.959
7413897,7145837.942,1509941.955
7413898,7163281.944,1503300.951
7413899,7166859.941,1483989.947
7413900,7177819.944,1487069.945
7413901,6144610.004,1358889.976
7413902,7132297.944,1535621.961
7413903,7142405.946,1537203.96
7413904,7162353.951,1553039.961
7413906,7170465.949,1526793.955
7413907,7175865.95,1522657.953
7413908,7203869.953,1502578.944
7413909,6145430.004,1358629.976
7413911,7228880.96,1506824.941
7413912,7236944.963,1508802.94
7413913,7190283.956,1548489.957
7413915,7256754.959,1462003.921
7413917,7225539.96,1512108.943
7413918,6145900.003,1361389.977
7413920,7137354.942,1726971.988
7413921,7135455.941,1735270.989
7413922,7123654.94,1734299.987
7413923,7102966.943,1688521.98
7413924,7116677.938,1742889.987
7413925,7111343.939,1728465.985
7413926,7107685.94,1724264.984
7413927,7099623.941,1713583.982
7413928,7097858.941,1705792.981
7413929,7105891.942,1706923.982
7413930,7115663.943,1702293.983
7413931,7121480.944,1699697.983
7413932,7125250.946,1678483.981
7413933,7145983.949,1673466.982
7413934,7152657.951,1664663.981
7413935,7150393.95,1665977.981
7413936,6144340.003,1361419.976
7413937,6145300.002,1363339.977
7413938,6143940.003,1360949.976
7413940,7252486.976,1629770.978
7413941,7238721.972,1621819.975
7413943,7208094.961,1561607.959
7413945,7118231.947,1654755.978
7413946,7305979.991,1532519.938
7413947,7204103.963,1615520.973
7413948,7214152.965,1605851.97
7413949,7228946.969,1601654.969
7413950,7239847.972,1602459.969
7413951,7087299.943,1669899.978
7413952,7104143.945,1660733.978
7413953,7117769.947,1652565.978
7413954,7144007.951,1634139.976
7413955,7145557.951,1634808.976
7413956,7152334.952,1636230.976
7413957,7147403.951,1645822.978
7413958,7213256.954,1728617.001
7413959,7150099.949,1685669.984
7413960,7084849.94,1706247.98
7413962,7079123.942,1688214.979
7413963,7081854.942,1682495.978
7413964,6159220.008,1355429.979
7413965,7077289.943,1657411.977
7413966,6637957.985,1601170.996
7413967,7088343.944,1650565.976
7413968,7082508.944,1648798.976
7413969,7088597.944,1636679.975
7413970,7092896.945,1631278.975
7413971,7072033.941,1692803.978
7413973,7073645.942,1683387.978
7413974,7071936.941,1687920.978
7413975,7068017.941,1689401.978
7413976,7064927.941,1689195.978
7413977,7057493.94,1699607.978
7413979,7056242.94,1692954.977
7413980,7047340.94,1696158.977
7413981,7052908.941,1688759.977
7413982,7046641.94,1691233.977
7413983,7042250.94,1692734.976
7413984,7072304.942,1674709.977
7413985,7064048.942,1679044.977
7413986,7064720.942,1670733.977
7413987,7058842.942,1675487.977
7413988,7072476.939,1718119.979
7413989,7070008.939,1713324.979
7413990,7053189.941,1680679.977
7413991,7101342.942,1548496.966
7413993,6629908.986,1600673.997
7413995,6180010.008,1368169.987
7413996,6168240.004,1377569.986
7413997,6178130.006,1373159.988
7413998,6171180.005,1374729.986
7413999,6165170.004,1373179.984
7414000,6161150.004,1370119.983
7414002,6173300.005,1375589.987
7414003,6168400.006,1367709.984
7414004,6168920.006,1367759.984
7414005,6169350.006,1367839.984
7414006,6169660.006,1367809.984
7414009,6166700.005,1372029.985
7414010,6163420.005,1366499.983
7414011,6164220.006,1365289.983
7414012,7056569.941,1683563.977
7414013,7243499.967,1700599.999
7414014,6164350.006,1364579.982
7414015,7054612.941,1678514.977
7414016,7063802.942,1677279.977
7414017,7087323.939,1721455.981
7414018,6164200.006,1363359.982
7414019,6164030.006,1362789.982
7414020,7080855.939,1719761.98
7414021,7063791.94,1697331.978
7414023,6163850.007,1362289.982
7414024,7088853.94,1716197.981
7414025,7098943.939,1728836.983
7414026,6163540.007,1361559.982
7414027,6165180.007,1360839.982
7414028,7249893.968,1515303.94
7414029,7094756.942,1692392.98
7414030,7105903.942,1699609.982
7414032,7128702.944,1702144.984
7414033,6165760.007,1360439.982
7414034,6166310.008,1359859.982
7414035,7182829.948,1729683.996
7414037,7191505.949,1735782.998
7414038,6166660.008,1359199.982
7414039,7206125.949,1746810.004
7414040,7164799.949,1536399.957
7414041,7250619.968,1705176.001
7414042,7167593.945,1731475.994
7414043,7185094.942,1760393.002
7414044,6167430.008,1358309.982
7414045,7240174.965,1702594.999
7414047,7150049.952,1630499.975
7414048,7212731.964,1588223.965
7414049,6167850.008,1357889.982
7414050,7222485.963,1539256.951
7414051,7292341.988,1558261.95
7414052,6168140.009,1357559.982
7414055,7239731.972,1626574.976
7414056,6163100.005,1366809.983
7414060,7138037.949,1594124.969
7414061,7109563.946,1627469.974
7414062,7128298.948,1619616.973
7414063,7134475.949,1619878.973
7414065,6166190.002,1381049.986
7414066,7088752.943,1584843.971
7414067,7248389.966,1511739.939
7414068,7220611.95,1468554.932
7414070,6167050.003,1380109.986
7414071,6167180.003,1378529.986
7414072,6169200.003,1378619.987
7414073,6170270.003,1379459.987
7414074,6171940.004,1379339.987
7414075,6172450.004,1379149.987
7414076,6173200.004,1378689.987
7414077,6173620.005,1377669.987
7414078,6174450.005,1376269.987
7414082,6312920.006,1506660.019
7414083,6397090.007,1531580.018
7414084,6288430.005,1486250.017
7414086,6313820.008,1559240.022
7414087,6276910.004,1501800.018
7414088,6283700.005,1544390.022
7414089,6171940.007,1367859.985
7414090,6411570.007,1539350.017
7414091,6489109.002,1354181.035
7414092,6362570.007,1500320.019
7414093,6277240.004,1501310.018
7414094,6397380.007,1531730.018
7414096,6403650.006,1504500.019
7414097,6385220.008,1543040.018
7414098,6172600.007,1368219.985
7414099,6385160.008,1540710.018
7414100,6173530.007,1368499.986
7414101,6250846.001,1517647.02
7414102,6175100.007,1368959.986
7414103,6175780.007,1369189.986
7414104,6176190.007,1369269.986
7414105,6407270.006,1522720.018
7414106,6177750.007,1369569.987
7414107,6178140.007,1369159.987
7414108,6348430.007,1515700.019
7414109,6669249.971,1478130.013
7414110,6289340.005,1492060.018
7414111,6285200.005,1483120.017
7414112,6178140.008,1368439.987
7414113,6302680.007,1560420.023
7414114,6178380.008,1367739.987
7414115,6178570.008,1366959.987
7414116,6371690.008,1550780.019
7414117,6178930.008,1366809.987
7414118,6307010.006,1515870.02
7414119,6383100.008,1540630.018
7414122,6175470.006,1371009.987
7414123,6354400.007,1528500.019
7414125,6168640.006,1368899.984
7414126,6357240.007,1521650.019
7414127,6171820.005,1375489.987
7414128,6376750.007,1524750.019
7414129,6406170.006,1500230.019
7414130,6170610.005,1374039.986
7414133,6433290.005,1538910.016
7414134,6178680.007,1369999.987
7414135,6266947.006,1445588.012
7414136,6240990,1542080.024
7414137,6335990.008,1539560.02
7414139,6255070.005,1447450.011
7414140,6550559.99,1459260.021
7414141,6354030.01,1571830.02
7414142,6335670.007,1491330.019
7414143,6335590.007,1491670.019
7414144,6334800.007,1491180.019
7414145,6360850.008,1544830.019
7414146,6336440.007,1526090.02
7414147,6408080.007,1533120.018
7414148,6333540.007,1527640.02
7414149,6299630.006,1504400.019
7414150,6325200.007,1538460.021
7414151,6266286.008,1422878.01
7414152,6291000.005,1497090.018
7414153,6393230.006,1504220.019
7414154,6373170.007,1527850.019
7414155,6397210.006,1511860.019
7414158,6301140.006,1498520.018
7414160,6322400.008,1564000.022
7414162,6396460.006,1512190.019
7414163,6362150.008,1540860.019
7414164,6341870.007,1502320.019
7414165,6397760.006,1499780.019
7414166,6362140.008,1540680.019
7414168,6267460.003,1487710.017
7414169,6303960.006,1500660.019
7414170,6260400.002,1517530.02
7414171,6418590.006,1536120.017
7414172,6419730.006,1535280.017
7414173,6384710.007,1531190.019
7414175,6399040.007,1538450.018
7414176,6348160.007,1513790.019
7414177,6288100.005,1544720.022
7414180,6328890.007,1531840.02
7414181,6600769.985,1525080.009
7414182,6305400.006,1492200.018
7414183,6405260.007,1551620.017
7414184,6242870,1543670.024
7414185,6291230.005,1505400.019
7414186,6193390.011,1365239.99
7414187,6405740.006,1520790.018
7414189,6259680.002,1500010.018
7414190,6294250.006,1486710.017
7414191,6399880.007,1544120.018
7414194,6296450.006,1556970.023
7414195,6327650.007,1495790.019
7414197,6275440.004,1551450.024
7414198,6361720.007,1497040.019
7414200,6373540.007,1501730.019
7414201,6251620.001,1537540.023
7414202,6289620.005,1508570.019
7414203,6325490.007,1535870.02
7414204,6289510.005,1508570.019
7414205,6263790.002,1518330.02
7414206,6199420.012,1361379.991
7414207,6411540.007,1544790.017
7414208,6292990.005,1490670.018
7414209,6389140.008,1547570.018
7414210,6430250.006,1540230.016
7414211,6388350.007,1529900.018
7414212,6430950.006,1541300.016
7414213,6320250.007,1525560.02
7414214,6195980.011,1364039.99
7414215,6375540.007,1501000.019
7414217,6406810.006,1528000.018
7414218,6375650.007,1503330.019
7414220,6293650.005,1510750.019
7414221,6198840.012,1363129.991
7414222,6305680.007,1552470.022
7414223,6266040.003,1522060.02
7414224,6192790.01,1366329.99
7414226,6405140.007,1546070.017
7414229,6365230.008,1540680.019
7414233,6282770.004,1532370.021
7414235,6669619.971,1478720.012
7414237,6281230.004,1532320.021
7414238,6259010.002,1538510.023
7414239,6437920.005,1531140.017
7414240,6282310.004,1533630.021
7414241,6668309.971,1477580.013
7414242,6282210.004,1534320.022
7414244,6270360.003,1497130.018
7414245,6310160.006,1510100.019
7414247,6186520.007,1375929.99
7414248,6323650.007,1539130.021
7414249,6294410.005,1515170.02
7414250,6280700.005,1543660.023
7414252,6187720.008,1372859.99
7414254,6188050.009,1371139.99
7414256,6302830.006,1534740.021
7414257,6765149.951,1436210.012
7414262,6289940.005,1529530.021
7414266,6296670.005,1502430.019
7414267,6423970.006,1538890.017
7414268,6187580.01,1366189.989
7414269,6269130.003,1523120.021
7414271,6278600.004,1522050.02
7414272,6733029.96,1471710.009
7414273,6357230.008,1529340.019
7414274,6340250.008,1536500.02
7414275,6380610.007,1495020.019
7414277,6328380.007,1522700.02
7414278,6394910.006,1509150.019
7414282,6402510.007,1549490.017
7414283,6290600.005,1504650.019
7414285,6371230.008,1544620.019
7414286,6372620.008,1542740.019
7414287,6273530.003,1517340.02
7414288,6334050.007,1504110.019
7414289,6733689.959,1470820.009
7414290,6280390.005,1553590.024
7414291,6377780.008,1539870.019
7414292,6355070.007,1503460.019
7414295,6334370.007,1503770.019
7414297,6374740.008,1542330.019
7414298,6362680.007,1500720.019
7414299,6362250.007,1499410.019
7414301,6309750.006,1485610.018
7414302,6358740.01,1576790.02
7414303,6193280.011,1363859.99
7414304,6300210.006,1522180.02
7414305,6699289.968,1504910.006
7414307,6199330.012,1362079.991
7414308,6187750.008,1373969.99
7414309,6316238.006,1497771.019
7414311,6235539.999,1541050.024
7414312,6193420.011,1365679.99
7414313,6342880.007,1506030.019
7414314,6670539.97,1466750.014
7414315,6348820.008,1538640.02
7414316,6580819.997,1646703.994
7414317,6580849.997,1646526.994
7414318,6580491.997,1647511.994
7414319,6580662.997,1647553.994
7414320,6324380.007,1538500.021
7414321,6310040.006,1537840.021
7414323,6209490.013,1364059.993
7414324,6389770.006,1494660.019
7414325,6406190.007,1549470.017
7414326,6205960.014,1360599.992
7414327,6279230.004,1522080.02
7414328,6271080.003,1507120.019
7414329,6204840.014,1359859.992
7414330,6252740.001,1516290.02
7414331,6207240.014,1360809.992
7414332,6268240.003,1539390.022
7414333,6280530.004,1527780.021
7414334,6314500.007,1535830.021
7414335,6208340.013,1362669.993
7414336,6360010.007,1501980.019
7414337,6297360.006,1533040.021
7414338,6482041,1503535.017
7414339,6394290.006,1487290.019
7414340,6286280.006,1554760.023
7414341,6209110.013,1363879.993
7414342,6350100.007,1507450.019
7414343,6294340.006,1546750.022
7414344,6300550.007,1552530.022
7414345,6985812.927,1465567.979
7414346,6988980.927,1463498.978
7414347,6349700.008,1536130.02
7414348,6357940.007,1526270.019
7414349,6271660.004,1537890.022
7414350,6319330.007,1529910.02
7414351,6210500.013,1364679.994
7414352,6327870.009,1563960.022
7414353,6202260.014,1358309.991
7414354,6210200.015,1354819.992
7414355,6357510.008,1534320.019
7414356,6379670.007,1496630.019
7414357,6285110.004,1512320.019
7414358,6203650.014,1356219.991
7414359,6391890.008,1546740.018
7414360,6202860.014,1358489.991
7414361,6202490.014,1358799.991
7414362,6199450.014,1357199.99
7414363,6316900.006,1504530.019
7414364,6341170.008,1535810.02
7414365,6285470.005,1532260.021
7414366,6199390.013,1358179.99
7414367,6301860.006,1510680.019
7414368,6383750.008,1542320.018
7414369,6386060.007,1517580.019
7414370,6372420.007,1527920.019
7414371,6265570.003,1549030.024
7414372,6201410.013,1358689.991
7414373,6384790.007,1502230.019
7414374,6280470.005,1541150.022
7414375,6292320.006,1544340.022
7414376,6322500.007,1538020.021
7414377,6402530.006,1501420.019
7414378,6193380.014,1352269.988
7414379,6270870.003,1518140.02
7414380,6387910.007,1507070.019
7414381,6271110.004,1478040.016
7414382,6403190.006,1498780.019
7414383,6295430.006,1554520.023
7414384,6401690.006,1499680.019
7414385,6257490.002,1516380.02
7414386,6193230.014,1353239.988
7414388,6348010.008,1538590.02
7414390,6338860.008,1539070.02
7414392,6345460.007,1483960.019
7414393,6628619.981,1521870.008
7414394,6389660.007,1522700.018
7414395,6399810.006,1515740.018
7414396,6629399.98,1521450.008
7414397,7139461.947,1682898.983
7414398,6397540.007,1521160.018
7414399,6189180.013,1354199.987
7414400,6338010.007,1512370.019
7414401,6266490.003,1536290.022
7414402,6282240.005,1541670.022
7414403,6382210.007,1519710.019
7414404,6383647.007,1517877.019
7414405,6277220.004,1514570.02
7414406,6432660.005,1516160.018
7414407,6439710.005,1532390.016
7414410,6400420.007,1542420.018
7414412,6398440.006,1501810.019
7414413,6202180.014,1358669.991
7414414,6398980.006,1488820.019
7414415,6402370.008,1551020.017
7414416,6377220.007,1510251.019
7414417,6200020.013,1360509.991
7414418,7294099.984,1517699.933
7414419,6402890.007,1549490.017
7414420,6385420.007,1515830.019
7414421,6993300.927,1463941.977
7414422,6601612.992,1619504.996
7414424,6600393.992,1621523.996
7414425,6607742.991,1617386.996
7414426,6354300.007,1486540.019
7414427,6608042.991,1616922.996
7414428,6976670.925,1450412.981
7414429,6594444.994,1631929.995
7414430,6601350.993,1629666.995
7414431,6325230.007,1524170.02
7414432,6287870.005,1514440.02
7414433,6977226.926,1453343.98
7414435,6589976.996,1644160.994
7414436,6407540.006,1484510.019
7414437,6199880.014,1357239.99
7414438,7217539.964,1568259.96
7414439,6440840.005,1541290.016
7414440,6976380.926,1454790.981
7414441,6401290.008,1550260.017
7414442,6285740.005,1496720.018
7414443,6299960.006,1515750.02
7414444,6429390.005,1529870.017
7414446,6429570.005,1529930.017
7414447,6291080.006,1481030.017
7414449,6646377.97,1380672.031
7414450,6578640.996,1631069.997
7414451,6209780.013,1364199.994
7414452,6204220.015,1353829.991
7414453,6210750.013,1364879.994
7414454,6197090.013,1356819.989
7414455,6305330.007,1561900.023
7414456,6374470.007,1502590.019
7414458,6195840.013,1355389.989
7414459,6282200.004,1533840.021
7414460,6983149.926,1459236.979
7414462,6328850.007,1493080.019
7414463,6321505.008,1454366.017
7414464,6199630.013,1358669.99
7414465,6200230.013,1360599.991
7414466,6420430.006,1535940.017
7414467,6307720.006,1532130.021
7414468,6290740.005,1507150.019
7414469,6310350.006,1527640.02
7414470,6200910.013,1360609.991
7414471,6201990.013,1360329.991
7414473,6202330.013,1359429.991
7414474,6329252.008,1462304.017
7414475,6294616.006,1541172.022
7414476,6306010.006,1527490.02
7414477,6352910.008,1541300.02
7414478,6348490.008,1534740.02
7414479,6399603.009,1411332.023
7414481,6364874.008,1470765.019
7414484,6285530.005,1510700.019
7414485,6302730.006,1534900.021
7414486,6355988.01,1429008.019
7414487,6201980.014,1357759.991
7414488,6285820.005,1543930.022
7414489,6201880.014,1357499.991
7414490,6330800.007,1498670.019
7414491,6335777.008,1469284.018
7414493,6200210.014,1355359.99
7414495,6199750.014,1356049.99
7414496,6199600.014,1356469.99
7414497,6315796.007,1489098.018
7414498,6334315.007,1475251.018
7414499,6194100.013,1355599.988
7414500,6333224.008,1467200.018
7414502,6210790.015,1355529.993
7414503,6323368.007,1482701.018
7414505,6211630.015,1357459.993
7414506,6329101.007,1477857.018
7414507,6325685.007,1479713.018
7414508,6325750.008,1457832.017
7414509,6377900.008,1541190.019
7414510,6296770.006,1533600.021
7414511,6207630.014,1360759.993
7414512,6310222.009,1442218.016
7414513,6319593.008,1452758.017
7414514,6343360.008,1538350.02
7414515,6204620.014,1358279.991
7414516,6206730.014,1357149.992
7414517,6312880.009,1443091.016
7414518,6276780.004,1513220.019
7414519,6416150.006,1536180.017
7414520,6208030.015,1357449.992
7414521,6370090.007,1517720.019
7414522,6317590.008,1450100.016
7414523,6205710.014,1358779.992
7414524,6333406.007,1476496.018
7414528,6167350.001,1389619.988
7414530,6179650.002,1393779.992
7414532,6161130.001,1381579.985
7414539,6161670.002,1378239.985
7414540,6164000.001,1384869.987
7414553,6163290.002,1381469.986
7414558,6310580.008,1562910.023
7414560,6406010.007,1543850.017
7414561,6160440.001,1380979.985
7414562,6157820,1382309.985
7414563,6324690.007,1538650.021
7414571,6167760.001,1386389.988
7414572,6161620.001,1381539.985
7414573,6173040.002,1388409.989
7414574,6160230.001,1381849.985
7414582,6178560.002,1393389.992
7414583,6338630.007,1533840.02
7414584,6161960.001,1383779.986
7414585,6164670.001,1385489.987
7414588,6160930.001,1383729.986
7414589,6589805.996,1644412.994
7414592,7218899.964,1563669.958
7414597,6213580.004,1416530.002
7414598,6216110.004,1416770.002
7414599,6216680.004,1416700.002
7414603,6314580.007,1536380.021
7414604,6216890.004,1417260.003
7414605,6216010.004,1417470.002
7414606,6231930.005,1420120.005
7414607,6229600.005,1419620.005
7414609,7242471.969,1683526.994
7414610,6227450.005,1419510.004
7414611,6226840.005,1419600.004
7414612,6224780.005,1420200.004
7414614,6223320.004,1420250.004
7414615,6219920.004,1418600.003
7414616,6218350.004,1417510.003
7414617,6217700.004,1417180.003
7414618,6217610.004,1417070.003
7414619,7280933.984,1655755.988
7414620,7294945.991,1630999.98
7414623,7392224.032,1518252.917
7414625,7294062.989,1660876.992
7414627,6220890.004,1419450.003
7414628,6230840.005,1419880.005
7414629,7315867.999,1650001.989
7414632,6227590.005,1419230.004
7414633,7282807.985,1650089.986
7414635,7276303.984,1632525.979
7414636,7330836.007,1605779.969
7414637,7267750.981,1624663.976
7414638,7263413.98,1628081.977
7414639,7261237.978,1640049.981
7414641,7266541.98,1643052.983
7414642,7271051.981,1645149.984
7414643,7275861.983,1643391.983
7414645,7280588.983,1663908.991
7414646,7281279.983,1670569.994
7414647,7283030.983,1673791.995
7414648,6580376.996,1630329.997
7414649,7274067.979,1679544.996
7414650,6453490.013,1302978.04
7414654,7251791.974,1652859.985
7414655,6569873.997,1622350.999
7414656,7244706.971,1665425.988
7414657,7238627.969,1670720.989
7414658,6570406.997,1622379.999
7414659,7366193.025,1588873.96
7414662,7289320.984,1683908
7414663,6614899.99,1619668.995
7414668,7321961.003,1609551.971
7414669,7328671.006,1582411.958
7414673,7371492.024,1541860.934
7414675,6507770.998,1520076.015
7414677,7358127.02,1623052.979
7414679,7328951.005,1636376.984
7414681,7391220.039,1576373.952
7414682,7330454.007,1616537.974
7414687,7297877.992,1585708.961
7414690,7306643.996,1601384.967
7414691,7313592.999,1606871.97
7414692,7299294.993,1609789.971
7414693,6498828.999,1520866.015
7414694,7283834.987,1605918.969
7414697,7289654.99,1608621.971
7414699,6495853.999,1519544.015
7414701,7395756.036,1678276.013
7414703,6494767.999,1525202.015
7414704,7434932.061,1675386.018
7414708,7394284.029,1709315.031
7414711,7386269.027,1697308.023
7414712,7135799.948,1674499.981
7414713,7412731.049,1654378.001
7414715,7398133.039,1665329.006
7414716,7114649.945,1683299.981
7414718,7402603.045,1632496.986
7414719,6255840.01,1406180.007
7414720,7365154.019,1679822.009
7414721,6251550.01,1401750.006
7414723,6247600.012,1389080.004
7414726,7348355.009,1686656.01
7414727,6250450.012,1389830.005
7414728,7407498.002,1807600.09
7414729,7412185.006,1805200.091
7414730,7381411.987,1810483.08
7414731,7391320.992,1809808.084
7414732,7394959.995,1809149.086
7414733,7409925.006,1801570.088
7414734,7381259.988,1808100.079
7414735,6251260.012,1389010.005
7414736,6252430.012,1389370.005
7414737,7392729.999,1796513.078
7414738,7369153.979,1815373.077
7414739,7366635.976,1820630.078
7414740,6254290.012,1391030.005
7414741,7370368.974,1827600.083
7414742,7362210.968,1833301.081
7414743,7379369.995,1790280.07
7414744,6265040.012,1395970.008
7414745,7327963.956,1829463.064
7414746,7332729.961,1822325.064
7414747,6264880.012,1396370.008
7414748,6264100.012,1395590.007
7414749,6262750.012,1395110.007
7414750,6252920.009,1407920.007
7414752,7326653.949,1842641.068
7414753,7320683.948,1841979.065
7414754,7319029.944,1848421.066
7414756,7318330.949,1836793.062
