gtfsid,rt90-x,rt90-y
7442613,6523945.998,1304507.047
7442614,6523217.998,1304131.047
7442615,6522879.998,1303854.047
7442616,6521548.999,1303778.047
7442617,6519382.999,1304649.046
7442618,6518080.999,1304877.046
7442619,6517632.999,1305263.046
7442620,6526845.997,1304818.047
7442621,6526538.997,1304952.047
7442622,6520674.999,1308219.046
7442623,6525062.997,1310558.046
7442624,6523987.998,1310220.046
7442625,6525989.997,1310419.046
7442626,6517289.999,1306322.046
7442627,6518066.999,1307327.046
7442628,6519988.999,1304354.047
7442629,6520094.999,1304182.047
7442630,6521309.999,1303832.047
7442631,6522215.998,1303688.047
7442632,6526508.997,1303799.047
7442633,6527426.997,1304046.047
7442634,6525428.998,1305325.047
7442635,6523567.998,1304808.047
7442636,6519392,1297935.048
7442637,6519472.999,1298711.048
7442638,6518231,1300014.047
7442639,6454216.015,1283129.044
7442640,6453928.015,1283088.044
7442641,6453527.016,1282995.044
7442642,6453080.016,1282871.044
7442643,6452076.016,1282359.044
7442644,6452871.016,1282655.044
7442645,6451656.016,1282380.044
7442646,6451343.016,1282366.044
7442647,6450892.016,1282404.044
7442648,6451119.016,1282387.044
7442649,6450750.016,1282415.044
7442650,6450133.016,1282497.044
7442651,6449698.016,1282619.044
7442652,6449394.016,1282534.044
7442653,6448900.017,1282577.044
7442654,6448369.017,1282562.043
7442655,6447736.017,1282591.043
7442656,6447349.017,1282743.043
7442657,6446331.017,1282924.043
7442658,6451984.016,1283487.044
7442659,6452502.016,1283725.044
7442660,6450631.016,1283782.044
7442662,6451202.016,1283364.044
7442663,6447083.017,1284762.043
7442664,6456822.015,1282527.045
7442665,6456925.015,1282754.045
7442666,6456087.015,1282637.045
7442667,6455877.015,1282723.044
7442668,6455119.015,1282949.044
7442669,6454892.015,1282993.044
7442670,6458463.014,1285197.044
7442671,6456755.015,1284563.044
7442673,6455322.015,1284307.044
7442676,6464490.012,1288980.044
7442677,6464059.013,1288565.044
7442678,6463752.013,1287930.044
7442679,6462985.013,1287346.045
7442680,6462652.013,1286883.045
7442681,6462411.013,1286444.045
7442682,6462168.013,1286092.045
7442683,6461896.013,1285548.045
7442684,6461567.014,1285207.045
7442685,6461022.014,1284955.045
7442686,6460853.014,1284877.045
7442687,6459719.014,1284005.045
7442688,6459278.014,1283687.045
7442689,6458495.014,1283220.045
7442690,6457796.015,1283160.045
7442691,6454537.015,1283082.044
7442692,6456645.015,1282078.045
7442693,6445123.017,1282965.043
7442694,6444843.017,1283084.043
7442695,6444040.017,1283158.043
7442696,6443620.017,1283309.043
7442697,6443071.018,1283440.043
7442698,6442484.018,1283584.042
7442699,6442271.018,1283589.042
7442700,6442056.018,1283624.042
7442701,6441796.018,1283647.042
7442702,6441184.018,1283403.042
7442703,6440171.018,1283397.042
7442704,6439787.018,1283399.042
7442707,6445857.017,1284962.043
7442708,6445299.017,1284687.043
7442709,6444683.017,1284533.043
7442710,6444350.017,1284448.043
7442711,6444033.017,1284370.043
7442712,6443424.017,1284258.042
7442713,6443020.017,1284154.042
7442714,6442353.018,1284143.042
7442715,6441924.018,1284214.042
7442716,6441510.018,1284241.042
7442717,6440145.018,1284734.042
7442718,6440673.018,1285649.042
7442719,6440845.018,1285800.042
7442720,6441803.017,1286597.042
7442721,6442290.017,1287173.042
7442722,6442687.017,1288208.042
7442723,6444127.016,1289871.042
7442724,6444690.016,1290024.042
7442725,6445308.016,1290211.042
7442726,6446621.016,1291086.042
7442728,6502591.005,1281446.05
7442729,6502090.005,1281610.05
7442730,6501513.005,1281466.05
7442731,6501078.005,1281679.05
7442732,6500433.005,1281875.05
7442733,6500041.005,1282115.05
7442734,6496661.007,1277548.05
7442735,6500436.006,1278800.05
7442736,6499643.006,1278296.051
7442737,6498939.006,1278222.05
7442738,6498264.006,1278077.05
7442739,6500523.006,1279040.05
7442740,6500579.006,1279369.05
7442741,6500450.006,1279708.05
7442742,6500354.005,1280187.05
7442743,6500150.005,1281755.05
7442744,6502111.005,1280477.05
7442745,6495832.007,1277170.05
7442746,6494900.007,1277182.05
7442747,6494197.007,1277534.05
7442748,6493742.007,1277646.05
7442749,6492119.008,1278235.05
7442750,6489357.008,1278993.049
7442751,6488172.008,1279410.049
7442752,6487826.008,1279498.049
7442753,6486720.009,1279337.049
7442754,6499323.005,1282787.049
7442755,6499001.006,1283063.049
7442756,6497754.006,1282566.049
7442757,6496685.006,1283397.049
7442758,6496475.006,1283990.049
7442759,6495339.006,1284086.049
7442760,6494836.006,1284590.049
7442761,6522455,1287928.05
7442762,6521429,1287727.05
7442763,6520195,1287243.05
7442764,6519750,1286990.05
7442765,6519316,1286706.05
7442766,6518985,1286493.05
7442767,6517715.001,1285619.05
7442768,6516842.001,1285008.051
7442769,6515226.002,1284731.05
7442770,6514399.002,1284803.05
7442771,6513072.002,1284930.05
7442772,6512277.002,1284557.05
7442773,6512098.002,1284422.05
7442774,6511411.003,1283859.05
7442775,6510839.003,1283395.05
7442776,6509552.003,1282592.05
7442777,6508710.003,1282224.05
7442778,6508314.003,1282116.05
7442779,6507423.004,1281866.05
7442780,6506186.004,1281614.05
7442781,6505692.004,1281498.05
7442782,6504434.004,1281529.05
7442783,6503997.004,1281588.05
7442784,6507893.004,1281996.05
7442785,6497818.006,1276881.051
7442786,6517973.002,1272781.054
7442787,6513670.002,1278798.052
7442788,6506161.005,1276014.052
7442789,6494589.007,1274967.051
7442790,6488892.009,1273334.051
7442791,6518148.001,1277248.052
7442797,6492723.008,1273009.051
7442798,6487655.009,1273371.05
7442799,6486555.009,1273602.05
7442800,6501663.005,1280020.05
7442801,6491731.008,1273164.051
7442802,6494437.008,1273651.051
7442803,6500992.005,1279138.05
7442807,6483195.008,1294654.045
7442808,6482359.008,1294730.045
7442809,6478194.008,1301511.044
7442810,6477983.008,1301339.044
7442811,6477462.008,1301050.044
7442812,6477107.009,1300972.044
7442813,6476915.009,1300805.044
7442814,6476608.009,1300505.044
7442815,6476442.009,1300378.044
7442816,6476146.009,1300265.044
7442817,6475582.009,1300491.043
7442818,6475414.009,1295620.044
7442819,6474536.01,1295159.044
7442820,6474134.01,1294516.044
7442821,6473877.01,1293605.045
7442822,6473561.01,1293212.045
7442823,6475059.009,1300317.043
7442824,6473596.009,1299381.043
7442825,6473319.009,1299259.043
7442826,6474750.009,1301375.043
7442827,6475108.009,1302188.043
7442828,6475341.009,1302676.043
7442829,6478701.009,1295319.045
7442830,6478584.009,1295273.045
7442831,6478379.009,1295258.045
7442832,6478243.009,1295078.045
7442833,6478070.009,1294779.045
7442834,6478028.009,1294665.045
7442835,6477856.009,1294461.045
7442836,6477592.009,1294189.045
7442837,6477210.009,1294027.045
7442838,6476473.009,1293509.045
7442839,6477396.009,1296252.044
7442840,6477148.009,1296287.044
7442841,6476377.009,1295788.044
7442842,6475353.009,1295980.044
7442843,6475124.009,1296047.044
7442844,6475080.009,1296329.044
7442845,6478087.009,1296957.044
7442846,6477807.009,1296677.044
7442847,6476920.009,1296809.044
7442848,6477268.009,1297078.044
7442849,6476243.009,1298156.044
7442850,6475375.009,1300728.043
7442851,6476178.009,1297699.044
7442852,6475775.009,1297958.044
7442853,6475297.009,1297774.044
7442854,6474985.009,1297779.044
7442855,6476096.01,1292785.045
7442856,6474063.009,1298054.044
7442857,6476472.009,1296668.044
7442858,6476520.009,1297489.044
7442859,6477811.009,1297263.044
7442860,6476893.009,1297892.044
7442861,6475248.009,1300225.043
7442862,6475053.009,1300433.043
7442863,6475060.009,1300736.043
7442864,6471978.01,1299053.043
7442865,6471507.01,1298792.043
7442866,6471111.01,1298761.043
7442867,6469377.01,1298678.043
7442868,6470230.01,1298763.043
7442869,6471096.01,1298716.043
7442870,6474968.009,1297474.044
7442871,6475698.009,1297061.044
7442872,6475436.009,1297254.044
7442875,6478264.009,1295955.045
7442876,6477880.009,1296829.044
7442878,6474671.01,1292372.045
7442879,6474642.011,1284025.047
7442880,6474192.011,1284396.046
7442881,6472623.011,1286521.046
7442882,6472791.011,1287636.046
7442883,6473067.011,1288427.046
7442884,6473451.011,1289586.045
7442885,6473399.01,1290687.045
7442886,6473053.011,1285472.046
7442887,6485754.005,1314049.042
7442888,6485241.006,1313891.042
7442889,6484865.006,1313839.042
7442890,6483175.006,1313473.042
7442891,6482411.006,1313250.042
7442892,6480397.007,1311594.042
7442893,6480108.007,1311247.042
7442894,6479549.007,1310613.042
7442895,6479605.007,1310171.042
7442896,6478901.007,1309508.042
7442897,6478596.007,1309012.042
7442898,6478361.007,1308460.042
7442899,6478272.008,1308275.042
7442900,6477821.008,1307201.042
7442901,6477378.008,1306492.042
7442902,6476288.008,1305235.043
7442903,6476083.008,1304651.043
7442904,6475826.008,1303983.043
7442905,6475562.009,1303234.043
7442906,6479578.007,1310364.042
7442907,6477780.008,1306865.042
7442908,6499475.004,1300974.046
7442909,6499170.004,1300615.046
7442910,6497660.004,1299090.046
7442911,6497116.004,1298633.046
7442912,6496719.005,1298225.046
7442913,6496308.005,1297870.046
7442914,6494369.005,1296470.046
7442915,6494057.005,1296242.046
7442916,6501436.004,1298861.046
7442917,6493535.006,1295883.046
7442918,6493197.006,1295556.046
7442919,6492903.006,1295320.046
7442920,6499130.004,1299206.046
7442921,6494507.006,1286147.048
7442922,6494797.006,1286835.048
7442923,6494922.006,1287590.048
7442924,6494318.006,1288855.048
7442925,6494151.006,1289332.048
7442926,6492997.006,1290950.047
7442927,6492539.006,1291213.047
7442928,6491511.006,1291944.047
7442929,6491233.006,1292161.047
7442930,6491135.006,1292802.047
7442931,6491290.006,1293569.046
7442932,6490625.006,1294007.046
7442933,6489831.007,1293753.046
7442934,6489152.007,1293650.046
7442935,6487424.007,1293728.046
7442936,6486017.007,1294073.046
7442937,6485197.007,1294349.046
7442938,6484144.008,1294584.045
7442939,6494214.005,1303444.045
7442940,6498198.004,1305643.045
7442941,6492526.006,1294960.046
7442942,6479968.009,1291287.046
7442943,6481459.009,1286302.047
7442944,6486598.008,1285004.048
7442945,6491650.007,1287578.048
7442946,6487328.008,1285256.048
7442947,6480139.009,1288354.046
7442948,6480384.009,1288702.046
7442949,6487244.008,1287324.047
7442950,6485991.008,1288721.047
7442951,6483581.009,1284885.047
7442952,6480672.009,1289933.046
7442954,6491365.006,1294117.046
7442955,6494644.006,1288126.048
7442956,6492034.006,1291640.047
7442957,6498251.004,1299227.046
7442958,6474880.009,1301841.043
7442959,6479911.009,1292294.046
7442960,6476454.009,1295753.044
7442961,6475063.009,1296739.044
7442962,6473470.01,1292343.045
7442963,6477511.009,1296625.044
7442964,6477348.009,1296837.044
7442965,6475232.009,1300908.043
7442966,6488841.006,1300126.045
7442967,6466508.011,1300184.043
7442968,6467431.01,1301845.042
7442969,6467690.011,1291984.044
7442970,6467669.011,1292117.044
7442971,6467582.011,1292397.044
7442972,6467594.011,1292605.044
7442973,6467806.011,1292703.044
7442974,6468182.011,1292873.044
7442975,6468504.011,1293119.044
7442976,6468631.011,1293356.044
7442977,6467940.011,1293979.044
7442978,6468276.011,1294532.044
7442979,6468283.011,1294873.044
7442980,6468207.011,1295368.044
7442981,6468005.011,1296366.043
7442982,6468079.011,1296690.043
7442983,6464501.012,1292979.044
7442984,6464102.012,1292851.044
7442985,6464671.012,1293194.044
7442986,6466075.012,1293161.044
7442987,6466962.011,1293484.044
7442988,6467282.011,1293653.044
7442989,6467034.011,1294930.044
7442990,6468390.011,1294345.044
7442991,6468781.011,1294829.044
7442992,6469206.011,1295129.044
7442993,6469502.011,1295274.044
7442994,6470099.01,1296176.044
7442995,6470459.01,1296430.044
7442996,6471332.011,1293482.044
7442997,6464796.012,1293133.044
7442998,6464913.012,1293138.044
7442999,6471068.01,1295271.044
7443000,6467769.011,1294011.044
7443001,6465621.012,1290361.044
7443002,6471600.01,1293388.044
7443003,6467812.011,1293769.044
7443005,6469654.011,1293628.044
7443006,6469851.011,1294079.044
7443007,6470937.011,1293205.044
7443008,6468633.011,1293680.044
7443009,6468367.011,1293562.044
7443010,6466455.012,1291401.044
7443011,6468408.011,1298290.043
7443012,6466352.011,1295380.043
7443013,6470946.01,1294792.044
7443014,6465673.011,1296356.043
7443016,6463466.012,1291812.044
7443017,6463102.012,1291735.044
7443018,6462671.013,1291672.044
7443019,6466892.012,1291688.044
7443020,6466296.012,1291178.044
7443021,6471307.011,1292873.044
7443022,6471635.01,1293932.044
7443023,6471117.011,1294029.044
7443024,6461737.013,1291931.043
7443025,6468807.011,1295189.044
7443026,6468116.011,1296843.043
7443027,6468800.011,1293345.044
7443028,6467309.011,1293971.044
7443029,6467220.011,1293764.044
7443030,6467004.011,1293703.044
7443031,6462922.013,1290538.044
7443032,6461919.013,1288928.044
7443033,6461544.013,1288518.044
7443034,6461202.013,1287817.044
7443035,6459795.014,1286788.044
7443037,6457784.014,1289770.043
7443038,6456646.014,1287633.044
7443039,6456887.014,1289392.043
7443040,6457058.014,1289543.043
7443041,6466774.011,1293477.044
7443042,6466628.011,1293573.044
7443043,6461373.013,1292071.043
7443044,6460823.013,1292021.043
7443045,6460210.013,1291470.043
7443046,6460114.013,1291219.043
7443047,6459835.013,1290762.043
7443048,6459513.013,1290778.043
7443049,6459254.013,1290708.043
7443050,6458789.013,1290293.043
7443051,6458443.014,1290189.043
7443052,6457104.014,1289655.043
7443053,6456556.014,1290567.043
7443054,6455842.014,1291408.043
7443055,6455539.014,1291858.043
7443056,6455283.014,1292280.043
7443057,6455058.014,1292739.042
7443058,6454654.014,1293280.042
7443059,6454310.014,1293194.042
7443060,6454089.014,1293561.042
7443061,6453789.014,1293954.042
7443062,6460690.013,1292271.043
7443063,6460992.013,1292897.043
7443064,6461221.013,1293209.043
7443065,6461500.013,1293351.043
7443066,6461750.012,1293766.043
7443067,6461672.012,1294527.043
7443068,6461555.012,1294627.043
7443069,6461230.012,1294868.043
7443070,6462009.012,1294896.043
7443071,6462472.012,1295247.043
7443072,6462667.012,1295342.043
7443073,6463077.012,1295822.043
7443074,6463912.012,1296531.043
7443075,6465158.011,1296589.043
7443076,6464914.011,1296712.043
7443077,6464154.011,1297814.043
7443078,6464123.011,1298368.043
7443079,6464140.011,1298775.042
7443080,6464490.011,1299328.042
7443081,6463199.012,1297194.043
7443082,6462122.012,1297309.043
7443083,6461497.012,1297554.042
7443084,6460849.012,1297647.042
7443085,6460397.012,1297669.042
7443086,6460001.012,1297778.042
7443087,6459726.012,1298082.042
7443088,6458747.013,1298096.042
7443089,6458517.013,1297925.042
7443090,6457981.013,1297509.042
7443091,6457261.013,1296945.042
7443092,6456815.013,1296319.042
7443093,6456514.013,1296200.042
7443094,6456017.013,1295982.042
7443095,6455867.013,1295745.042
7443096,6455277.014,1295501.042
7443097,6455317.014,1294925.042
7443098,6455096.014,1294602.042
7443099,6454324.014,1294344.042
7443100,6453920.014,1294295.042
7443101,6453697.014,1294276.042
7443102,6463612.011,1301141.042
7443103,6462801.012,1293932.043
7443104,6463341.012,1293469.043
7443105,6466377.011,1293877.044
7443106,6466649.011,1293879.044
7443107,6468492.011,1295963.044
7443108,6463830.012,1293009.044
7443109,6466616.012,1293399.044
7443110,6469107.011,1295804.044
7443111,6465503.012,1292480.044
7443112,6465694.012,1292729.044
7443113,6466107.012,1293066.044
7443114,6469126.011,1297192.043
7443115,6465030.012,1292391.044
7443116,6465135.012,1292537.044
7443117,6465626.012,1293039.044
7443118,6465365.012,1292788.044
7443119,6465358.012,1292140.044
7443120,6464977.012,1292002.044
7443121,6468046.011,1295616.044
7443123,6468062.011,1295073.044
7443124,6468165.011,1294544.044
7443125,6468011.011,1294683.044
7443126,6467928.011,1294801.044
7443127,6467882.011,1294976.044
7443128,6467679.011,1295312.044
7443129,6468227.011,1295789.044
7443131,6468846.011,1296483.043
7443132,6468647.011,1295240.044
7443133,6466135.011,1294265.044
7443134,6466207.011,1294492.044
7443135,6465813.012,1294520.043
7443136,6255110.002,1546240.024
7443137,6465517.012,1294338.043
7443138,6465341.012,1294158.043
7443139,6465179.012,1293946.044
7443140,6466610.011,1295370.043
7443141,6466457.011,1295545.043
7443142,6466347.011,1295981.043
7443143,6465386.012,1294259.043
7443144,6467256.011,1296095.043
7443145,6467384.011,1295866.043
7443146,6467216.011,1295555.043
7443147,6467360.011,1295371.043
7443148,6467512.011,1295194.044
7443149,6467616.011,1295047.044
7443150,6467913.011,1295134.044
7443151,6465949.012,1293400.044
7443152,6465993.012,1294230.044
7443153,6464438.012,1294021.043
7443154,6464578.012,1294449.043
7443155,6464930.012,1294593.043
7443156,6465235.012,1294385.043
7443157,6466420.011,1294973.043
7443158,6464389.012,1292476.044
7443159,6464171.012,1292648.044
7443160,6467112.012,1292319.044
7443161,6466738.011,1294119.044
7443162,6467648.011,1296019.043
7443163,6468059.011,1293880.044
7443164,6469018.011,1295453.044
7443165,6469169.011,1295711.044
7443166,6467492.011,1295649.043
7443167,6468400.011,1295497.044
7443168,6468210.011,1295719.044
7443169,6467981.011,1295390.044
7443170,6257860.002,1546950.024
7443171,6260230.003,1547450.024
7443172,6468044.011,1294154.044
7443173,6468108.011,1293944.044
7443174,6470590.01,1297913.043
7443175,6465414.011,1300734.042
7443176,6465623.011,1301443.042
7443177,6466517.01,1302718.042
7443178,6467847.01,1306655.041
7443179,6467438.01,1307183.041
7443180,6466168.01,1306574.041
7443181,6465145.01,1306230.041
7443182,6464257.011,1305863.041
7443183,6463034.011,1305368.041
7443184,6462494.011,1301990.042
7443185,6462415.011,1302469.042
7443186,6462148.011,1303250.041
7443187,6462090.011,1303835.041
7443188,6461656.011,1305172.041
7443189,6461265.011,1305876.041
7443190,6461078.011,1306267.041
7443191,6459893.011,1306667.041
7443192,6459534.011,1307093.04
7443193,6459035.011,1307661.04
7443194,6464665.012,1293381.044
7443195,6468991.011,1296834.043
7443196,6470438.011,1293886.044
7443197,6472160.01,1292867.045
7443198,6471778.01,1293370.044
7443199,6469105.009,1307916.041
7443200,6468904.011,1297171.043
7443201,6466706.01,1306883.041
7443202,6468865.011,1297289.043
7443203,6468731.011,1295955.044
7443204,6470888.01,1295153.044
7443205,7088282.939,1717653.981
7443206,6465913.01,1306519.041
7443207,6466460.01,1306669.041
7443208,6552801.991,1319351.045
7443209,6548505.992,1321615.044
7443210,6550608.991,1322441.044
7443211,6551404.991,1322286.044
7443212,6552532.991,1322002.044
7443213,6553217.99,1321856.044
7443214,6553823.99,1321835.044
7443215,6555177.99,1322015.044
7443216,6555898.99,1322515.044
7443217,6556699.99,1324145.044
7443218,6552219.991,1321941.044
7443219,6552241.991,1321709.044
7443220,6552228.991,1321468.044
7443221,6552200.991,1321081.045
7443222,6552414.991,1320643.045
7443223,6553215.991,1320853.045
7443224,6552006.991,1321753.044
7443225,6551988.991,1321227.045
7443226,6552017.991,1320808.045
7443227,6552323.991,1320978.045
7443228,6552542.991,1321173.045
7443229,6552873.991,1321302.045
7443230,6552756.991,1321698.044
7443231,6551356.991,1321407.044
7443232,6551248.991,1321439.044
7443233,6551170.991,1321272.044
7443234,6550392.991,1321333.044
7443235,6550782.991,1321507.044
7443236,6551207.991,1321580.044
7443237,6551660.991,1321893.044
7443238,6550867.991,1322358.044
7443239,6551192.991,1322031.044
7443240,6551676.991,1322131.044
7443241,6552654.991,1322000.044
7443242,6552500.991,1321612.044
7443243,6551698.991,1320966.045
7443244,6551843.991,1320918.045
7443245,6552036.991,1321654.044
7443246,6552813.991,1321480.045
7443247,6552094.991,1321906.044
7443248,6550426.991,1322367.044
7443250,6547595.992,1321141.044
7443251,6546932.992,1320854.044
7443252,6544610.993,1319217.045
7443253,6543583.993,1318184.045
7443254,6541505.993,1316051.045
7443255,6539460.994,1315502.045
7443256,6539001.994,1315354.045
7443257,6538177.994,1314932.045
7443258,6546092.993,1307838.047
7443259,6542304.994,1305398.048
7443260,6542626.994,1306330.047
7443261,6543886.993,1307963.047
7443262,6544464.993,1309391.047
7443263,6543677.993,1310128.047
7443264,6543015.993,1311222.046
7443265,6544200.993,1316173.045
7443266,6544489.993,1312813.046
7443267,6544581.993,1315501.045
7443268,6546317.993,1307544.047
7443270,6532490.996,1313283.045
7443271,6527232.997,1310615.046
7443272,6536439.995,1313486.046
7443273,6535278.995,1313657.045
7443274,6534616.995,1313636.045
7443275,6530234.996,1312423.045
7443276,6529036.996,1311885.045
7443277,6528341.997,1311387.046
7443278,6527789.997,1310997.046
7443279,6551000.992,1305911.048
7443280,6552755.991,1306722.048
7443281,6552837.991,1310365.047
7443282,6553452.991,1311221.047
7443283,6553884.991,1313274.046
7443284,6554855.99,1314605.046
7443285,6554894.99,1315502.046
7443286,6555173.99,1316441.046
7443287,6555402.99,1317141.046
7443288,6554498.99,1318271.045
7443289,6554271.99,1319013.045
7443290,6560897.989,1318487.045
7443292,6551785.991,1322159.044
7443293,6590657.982,1290918.053
7443294,6590672.982,1290288.053
7443295,6590152.982,1289810.053
7443296,6581881.984,1400488.029
7443298,6621041.974,1320318.045
7443305,6609389.985,1550500.005
7443306,6595309.985,1514450.011
7443309,6605197.978,1275758.057
7443310,6616468.989,1619839.995
7443311,6588109.986,1498690.014
7443317,6610359.984,1536970.007
7443318,6611209.984,1537220.007
7443324,6212070.002,1422630.003
7443326,6211740.002,1422620.003
7443329,6639740.984,1603015.996
7443330,7295029.976,1735690.02
7443331,6661939.974,1506970.008
7443332,6662679.974,1507210.008
7443333,6663269.974,1507290.008
7443334,6663659.974,1507290.008
7443335,6663899.974,1507140.008
7443336,6664169.974,1507040.008
7443337,6664499.974,1506930.008
7443338,6663509.974,1507460.008
7443339,6663069.974,1507670.008
7443340,6662909.974,1507770.008
7443341,6662639.974,1507790.008
7443342,6662239.974,1507880.008
7443343,6661819.974,1508080.008
7443352,7076969.943,1670749.977
7443353,6640873.984,1603598.996
7443357,6610199.985,1541850.007
7443358,6614729.984,1544260.006
7443359,6613809.984,1543870.006
7443360,6613879.984,1544260.006
7443361,6613639.984,1544270.006
7443362,6613489.984,1544200.006
7443363,6613229.984,1544090.006
7443364,6612609.985,1543850.006
7443365,6612349.985,1543810.006
7443366,6612169.985,1543730.006
7443367,6612159.985,1543570.006
7443368,6612309.985,1543290.006
7443369,6611919.985,1543240.006
7443370,6611689.985,1543180.006
7443371,6611459.985,1543310.006
7443372,6611259.985,1543110.006
7443373,6610819.985,1542790.006
7443374,6610599.985,1542780.006
7443375,6610429.985,1542460.006
7443376,6570249.993,1580950.004
7443377,6610089.985,1541600.007
7443378,6609829.985,1541120.007
7443379,6609559.985,1540940.007
7443380,6609399.985,1540590.007
7443381,6608139.985,1537980.007
7443382,6609009.985,1540210.007
7443383,6608939.985,1539890.007
7443384,6608829.985,1539650.007
7443385,6608719.985,1539390.007
7443386,6608639.985,1539220.007
7443387,6608639.985,1538640.007
7443388,6608929.985,1538540.007
7443389,6609199.985,1538340.007
7443390,6609099.985,1538120.007
7443391,6608939.985,1537830.007
7443392,6608709.985,1537520.007
7443393,6607999.985,1537440.007
7443394,6608649.985,1537260.007
7443395,6608689.985,1536970.007
7443396,6608479.985,1536670.007
7443397,6608839.985,1540030.007
7443398,6607839.985,1536770.007
7443399,6607679.985,1535820.008
7443400,6607269.985,1534970.008
7443401,6606969.985,1534320.008
7443403,7259459.958,1762630.02
7443404,6605559.985,1532460.008
7443405,6605239.985,1531350.008
7443406,6604769.985,1530600.008
7443407,6604379.985,1530320.009
7443408,6604759.985,1528770.009
7443409,6604829.985,1527620.009
7443410,6604969.985,1527020.009
7443411,6604869.985,1525930.009
7443412,6611119.985,1543750.006
7443413,7258599.958,1762820.02
7443414,6612829.984,1543930.006
7443415,7248963.954,1767640.019
7443416,6611799.985,1545760.006
7443417,6611789.985,1545350.006
7443418,6612049.985,1545380.006
7443419,6610769.985,1544870.006
7443420,6611589.985,1544560.006
7443421,6611609.985,1544240.006
7443422,6611609.985,1543850.006
7443423,6611589.985,1543550.006
7443425,6609989.985,1540980.007
7443426,6610149.985,1540750.007
7443427,6610369.985,1540650.007
7443428,6610489.985,1540440.007
7443429,6610639.985,1540220.007
7443430,6610939.985,1540210.007
7443431,6611079.985,1540270.007
7443432,6611279.984,1539770.007
7443433,6611179.984,1539590.007
7443434,6611179.984,1539320.007
7443435,6611579.984,1539390.007
7443436,6611639.984,1539120.007
7443437,6287000.028,1319091.009
7443438,6611979.984,1538810.007
7443439,6610379.985,1542260.006
7443440,6609539.985,1541820.007
7443441,6609019.985,1541260.007
7443442,6608609.985,1540610.007
7443443,6608249.985,1540300.007
7443444,6608139.985,1540170.007
7443445,6608199.985,1540060.007
7443446,6608369.985,1539800.007
7443447,6608199.985,1539580.007
7443448,6607989.985,1539230.007
7443449,6286401.028,1319797.009
7443450,6607859.985,1538590.007
7443451,6607709.985,1538360.007
7443452,6613319.984,1541850.006
7443453,6607549.985,1538040.007
7443454,6615009.984,1542080.006
7443455,6614969.984,1541800.006
7443456,6614569.984,1541370.006
7443457,6614339.984,1541370.006
7443458,6614119.984,1541360.006
7443459,6613849.984,1541380.006
7443460,6338246.033,1287121.022
7443461,6613459.984,1540880.006
7443462,6613069.984,1541010.006
7443463,6612699.984,1541010.006
7443464,6612209.984,1541100.007
7443465,6566679.994,1579620.004
7443466,6611339.985,1541360.007
7443467,6611109.985,1541450.007
7443468,6610669.985,1541650.007
7443469,6610419.985,1541760.007
7443470,6610749.985,1542060.006
7443471,6611039.985,1542260.006
7443472,6611359.985,1542460.006
7443473,6566829.994,1579620.004
7443474,6611629.985,1542730.006
7443475,6612179.985,1543080.006
7443476,6612319.985,1542970.006
7443477,6612649.984,1543130.006
7443478,6613019.984,1543100.006
7443479,6613309.984,1543240.006
7443480,6613729.984,1543430.006
7443481,6613849.984,1543350.006
7443482,6614079.984,1543290.006
7443483,6613959.984,1543050.006
7443484,6613749.984,1542970.006
7443485,6613689.984,1542710.006
7443486,6613929.984,1542530.006
7443487,6614159.984,1542650.006
7443488,6309874.031,1301309.015
7443489,6312640.032,1298611.015
7443490,6615149.984,1541470.006
7443491,6566969.994,1579600.004
7443493,6611569.985,1542450.006
7443494,6567179.994,1579610.004
7443495,6611589.985,1541210.007
7443496,6567379.994,1582430.004
7443497,6609579.985,1541030.007
7443498,6614479.984,1539530.007
7443499,6614339.984,1539290.007
7443500,6614059.984,1539370.007
7443501,6613759.984,1539540.007
7443502,6613529.984,1539650.007
7443503,6613329.984,1539980.007
7443504,6303936.009,1439770.015
7443505,6612279.984,1541270.006
7443506,6611919.984,1541360.006
7443507,6611559.985,1541350.007
7443508,6611669.984,1541060.007
7443509,6611489.985,1540890.007
7443510,6567739.994,1583200.004
7443511,6610909.985,1541010.007
7443512,6611159.985,1541030.007
7443514,6609239.985,1540390.007
7443515,6609619.985,1540100.007
7443516,6609689.985,1539880.007
7443517,6610069.985,1539640.007
7443518,6610159.985,1539190.007
7443519,6610109.985,1538970.007
7443520,6609909.985,1538510.007
7443521,6610009.985,1538100.007
7443524,6610919.984,1537410.007
7443525,6611239.984,1537280.007
7443526,6609209.985,1544300.006
7443527,6609259.985,1544390.006
7443528,6608979.985,1544580.006
7443529,6608729.985,1544670.006
7443530,6608499.985,1544770.006
7443531,6608359.985,1545170.006
7443533,6608489.985,1545540.006
7443534,6608809.985,1545620.006
7443535,6609249.985,1545430.006
7443536,6609359.985,1545080.006
7443537,6609419.985,1544850.006
7443538,6609509.985,1544650.006
7443539,6609759.985,1544650.006
7443540,6609939.985,1544190.006
7443541,6609879.985,1543780.006
7443542,6610099.985,1543490.006
7443543,6610059.985,1543230.006
7443544,6610329.985,1542950.006
7443545,6609789.985,1540850.007
7443546,6609789.985,1540630.007
7443547,6609799.985,1540350.007
7443548,6610049.985,1539940.007
7443549,6609769.985,1538110.007
7443550,6609519.985,1538260.007
7443551,6608889.985,1537150.007
7443552,6609129.985,1537030.007
7443553,6609309.985,1536930.007
